6
1,2,2,H,1
1,4,3,H,2
0,5,3,H,3
3,5,3,H,4
0,0,2,V,5
4,2,3,V,6
2,0,3,H,7
5,0,3,V,8
2,3,2,H,9
0,3,2,V,10
1,1,3,H,11
6
1,2,2,H,1
1,4,2,V,12
4,0,2,H,13
3,2,3,V,14
2,1,2,H,15
0,1,2,V,16
4,3,2,V,17
2,3,2,V,18
0,0,3,H,19
3,5,3,H,20
0,3,2,H,21
4,1,2,H,22
5,3,2,V,23
6
1,2,2,H,1
4,3,2,V,24
0,1,2,H,25
5,1,3,V,26
1,4,2,V,27
3,2,3,V,28
2,5,2,H,29
2,1,3,H,30
0,2,3,V,31
2,0,3,H,32
1,3,2,H,33
5,4,2,V,34
6
1,2,2,H,1
0,3,3,H,34
1,4,2,H,35
2,1,2,H,36
2,5,3,H,37
3,3,2,H,38
3,4,2,H,39
0,0,3,H,40
3,2,2,H,41
5,2,2,V,42
3,0,3,H,43
0,1,2,V,44
6
1,2,2,H,1
3,3,2,H,44
5,3,2,V,45
0,1,2,V,46
4,0,3,V,47
1,3,2,V,48
4,5,2,H,49
0,0,3,H,50
2,4,2,V,51
5,0,3,V,52
2,1,2,H,53
3,4,2,V,54
0,5,2,H,55
6
1,2,2,H,1
2,1,2,H,56
4,0,2,H,57
5,2,3,V,58
1,3,2,V,59
3,4,2,V,60
4,3,2,V,61
0,5,3,H,62
0,0,3,H,63
0,2,2,V,64
4,1,2,V,65
6
1,2,2,H,1
2,3,2,H,65
3,5,3,H,66
4,0,2,V,67
0,5,2,H,68
2,4,2,H,69
0,0,3,V,70
1,0,3,H,71
1,1,2,H,72
3,2,2,H,73
0,3,2,H,74
5,2,3,V,75
0,4,2,H,76
5,0,2,V,77
