6
1,2,2,H,1
3,2,3,V,2
0,0,2,H,3
4,1,2,H,4
5,2,2,V,5
0,2,3,V,6
4,5,2,H,7
3,0,3,H,8
0,5,3,H,9
4,4,2,H,10
1,1,3,H,11
1,3,2,H,12
6
1,2,2,H,1
3,2,3,V,12
2,5,2,H,13
3,0,3,H,14
0,0,2,H,15
0,4,2,V,16
0,1,3,V,17
4,2,2,H,18
2,1,3,H,19
4,5,2,H,20
6
1,2,2,H,1
0,5,2,H,20
3,0,3,V,21
4,3,2,V,22
4,2,2,H,23
0,1,3,V,24
1,3,3,H,25
5,3,2,V,26
0,4,2,H,27
2,4,2,H,28
3,5,2,H,29
4,0,2,V,30
0,0,2,H,31
6
1,2,2,H,1
3,3,2,H,32
0,0,3,H,33
0,2,3,V,34
2,5,3,H,35
4,4,2,H,36
2,1,3,H,37
5,1,3,V,38
4,0,2,H,39
1,3,2,H,40
2,4,2,H,41
1,4,2,V,42
6
1,2,2,H,1
4,0,2,H,43
5,1,2,V,44
2,5,2,H,45
4,1,2,V,46
0,1,3,H,47
3,1,3,V,48
1,3,2,H,49
1,4,2,V,50
5,3,2,V,51
0,2,3,V,52
0,0,3,H,53
4,4,2,V,54
2,4,2,H,55
