6
1,2,2,H,1
3,0,2,V,2
0,1,3,V,3
2,3,2,H,4
3,4,2,V,5
4,0,3,V,6
1,4,2,V,7
1,0,2,H,8
5,2,3,V,9
5,0,2,V,10
6
1,2,2,H,1
4,3,2,H,10
3,3,2,V,11
2,1,2,H,12
0,0,2,H,13
3,0,3,H,14
1,5,2,H,15
3,2,2,H,16
0,2,3,V,17
4,1,2,H,18
5,4,2,V,19
1,3,2,V,20
6
1,2,2,H,1
3,4,2,H,20
3,3,2,H,21
0,1,3,V,22
4,0,2,H,23
2,1,3,H,24
1,0,3,H,25
2,5,2,H,26
1,4,2,H,27
5,1,2,V,28
1,3,2,H,29
6
1,2,2,H,1
2,3,3,H,29
0,4,3,H,30
0,1,3,V,31
5,2,3,V,32
1,0,2,V,33
4,0,3,V,34
1,5,3,H,35
2,0,2,H,36
3,1,2,V,37
6
1,2,2,H,1
0,5,3,H,37
5,0,2,V,38
0,2,2,V,39
0,0,2,H,40
4,1,3,V,41
2,0,3,H,42
1,4,2,H,43
5,4,2,V,44
4,4,2,V,45
5,2,2,V,46
2,3,2,H,47
2,1,2,H,48
6
1,2,2,H,1
5,1,3,V,49
0,0,3,V,50
0,4,3,H,51
2,1,2,H,52
4,0,3,V,53
3,5,3,H,54
1,3,3,H,55
1,0,3,H,56
3,4,3,H,57
0,5,2,H,58
6
1,2,2,H,1
3,1,3,V,59
0,0,3,H,60
5,1,2,V,61
1,5,2,H,62
3,0,2,H,63
1,1,2,H,64
0,4,2,V,65
2,4,2,H,66
4,2,2,V,67
4,5,2,H,68
0,2,2,V,69
1,3,2,H,70
6
1,2,2,H,1
1,5,2,H,70
0,1,3,H,71
3,2,3,H,72
2,3,2,H,73
3,4,2,V,74
4,3,2,V,75
3,0,3,H,76
0,0,3,H,77
0,3,2,H,78
4,5,2,H,79
3,1,3,H,80
0,4,3,H,81
