6
1,2,2,H,1
2,1,3,H,2
4,2,2,V,3
0,4,2,H,4
5,2,2,V,5
0,1,2,H,6
0,2,2,V,7
2,0,2,H,8
3,2,3,V,9
5,0,2,V,10
2,5,3,H,11
5,4,2,V,12
6
1,2,2,H,1
3,4,2,V,12
5,2,2,V,13
0,0,3,V,14
4,1,3,V,15
0,4,2,V,16
1,0,2,V,17
5,4,2,V,18
2,4,2,V,19
3,0,2,H,20
1,4,2,V,21
1,3,3,H,22
2,1,2,H,23
6
1,2,2,H,1
3,2,3,V,23
3,0,2,H,24
4,2,3,V,25
3,1,2,H,26
0,1,3,H,27
1,5,3,H,28
1,4,2,H,29
5,4,2,V,30
0,0,3,H,31
0,3,2,H,32
5,0,2,V,33
6
1,2,2,H,1
2,3,3,H,34
1,0,2,V,35
3,0,2,V,36
4,1,2,H,37
3,2,3,H,38
2,4,2,V,39
1,4,2,V,40
3,4,2,V,41
5,4,2,V,42
0,2,2,V,43
0,0,2,V,44
4,0,2,H,45
6
1,2,2,H,1
5,2,3,V,45
3,2,3,V,46
2,0,2,V,47
1,3,2,H,48
3,5,2,H,49
4,0,2,V,50
0,0,3,V,51
0,4,2,H,52
1,5,2,H,53
1,0,2,V,54
4,2,3,V,55
3,0,2,V,56
5,0,2,V,57
