6
1,2,2,H,1
0,3,3,H,2
3,0,3,V,3
0,0,3,V,4
3,3,3,H,5
1,4,2,H,6
0,5,3,H,7
4,0,2,H,8
3,5,3,H,9
2,0,2,V,10
3,4,3,H,11
6
1,2,2,H,1
0,0,3,V,12
3,0,3,V,13
3,3,3,H,14
1,4,3,H,15
4,0,2,V,16
5,1,2,V,17
0,3,2,V,18
1,5,3,H,19
4,4,2,H,20
6
1,2,2,H,1
0,1,3,V,20
3,0,2,V,21
5,1,2,V,22
3,3,3,H,23
4,0,3,V,24
3,4,3,H,25
2,5,2,H,26
2,0,2,V,27
0,4,3,H,28
1,3,2,H,29
6
1,2,2,H,1
4,1,3,V,29
2,0,3,H,30
0,5,2,H,31
5,1,3,V,32
3,4,2,V,33
0,2,3,V,34
3,1,3,V,35
1,1,2,H,36
1,3,2,V,37
4,4,2,H,38
6
1,2,2,H,1
0,1,3,H,38
2,3,2,V,39
2,5,3,H,40
3,0,2,V,41
0,0,3,H,42
3,2,2,V,43
3,4,3,H,44
4,3,2,H,45
0,2,3,V,46
5,0,3,V,47
4,1,2,V,48
0,5,2,H,49
