6
1,2,2,H,1
0,4,2,V,2
3,1,3,V,3
2,5,2,H,4
5,2,2,V,5
2,4,3,H,6
0,0,3,H,7
0,1,3,V,8
5,0,2,V,9
4,0,3,V,10
1,1,2,H,11
4,5,2,H,12
6
1,2,2,H,1
2,1,3,H,12
5,0,3,V,13
3,2,2,V,14
0,4,2,H,15
4,2,3,V,16
0,1,2,V,17
5,4,2,V,18
0,5,3,H,19
2,0,2,H,20
1,0,2,V,21
0,3,3,H,22
6
1,2,2,H,1
5,1,2,V,23
0,0,3,H,24
4,4,2,V,25
1,5,2,H,26
0,2,2,V,27
1,3,2,H,28
3,2,3,V,29
3,1,2,H,30
0,1,3,H,31
3,0,3,H,32
0,4,3,H,33
6
1,2,2,H,1
5,0,3,V,34
2,5,3,H,35
3,2,3,V,36
4,1,3,V,37
1,1,3,H,38
0,4,3,H,39
2,0,3,H,40
0,3,3,H,41
0,0,3,V,42
6
1,2,2,H,1
3,3,2,H,43
4,0,3,V,44
2,4,2,H,45
0,5,3,H,46
0,1,2,H,47
0,3,2,H,48
2,0,2,V,49
3,0,3,V,50
5,2,3,V,51
3,5,3,H,52
0,4,2,H,53
6
1,2,2,H,1
2,4,2,H,54
0,1,3,V,55
3,0,2,V,56
4,1,2,V,57
5,0,2,V,58
3,2,2,V,59
4,4,2,V,60
0,5,2,H,61
5,2,3,V,62
2,5,2,H,63
1,0,2,V,64
1,3,2,H,65
6
1,2,2,H,1
3,1,3,V,65
1,1,2,H,66
0,4,2,H,67
3,0,3,H,68
1,5,3,H,69
5,4,2,V,70
1,3,2,H,71
2,4,3,H,72
4,1,2,H,73
0,0,2,V,74
5,2,2,V,75
0,2,2,V,76
1,0,2,H,77
