6
1,2,2,H,1
3,0,2,H,2
2,0,2,V,3
2,5,3,H,4
1,4,3,H,5
4,2,2,V,6
0,3,2,H,7
5,1,3,V,8
3,1,2,V,9
0,1,2,V,10
0,5,2,H,11
5,4,2,V,12
0,0,2,H,13
6
1,2,2,H,1
3,2,3,V,14
2,5,2,H,15
5,2,3,V,16
0,1,3,H,17
4,0,3,V,18
0,3,2,H,19
1,0,3,H,20
0,4,3,H,21
4,3,2,V,22
6
1,2,2,H,1
2,3,2,V,22
5,0,2,V,23
1,0,3,H,24
3,4,2,H,25
2,5,3,H,26
3,1,2,H,27
0,1,3,V,28
3,2,2,H,29
4,3,2,H,30
0,4,2,V,31
1,3,2,V,32
1,1,2,H,33
6
1,2,2,H,1
0,0,3,V,34
3,0,3,V,35
5,1,3,V,36
0,3,2,V,37
4,3,2,V,38
1,3,2,V,39
1,0,2,V,40
4,0,3,V,41
2,5,3,H,42
3,3,2,V,43
6
1,2,2,H,1
0,1,3,V,43
2,1,3,H,44
1,3,3,H,45
3,0,2,H,46
5,2,3,V,47
2,5,2,H,48
0,4,3,H,49
5,0,2,V,50
0,0,3,H,51
4,2,3,V,52
6
1,2,2,H,1
3,2,3,V,53
4,1,3,V,54
0,2,2,V,55
0,1,2,H,56
0,0,3,H,57
4,0,2,H,58
5,2,3,V,59
2,3,2,V,60
1,5,3,H,61
0,4,2,H,62
4,4,2,V,63
6
1,2,2,H,1
4,0,2,H,64
0,0,3,V,65
0,3,3,H,66
3,3,3,H,67
3,4,2,H,68
0,5,2,H,69
3,2,3,H,70
0,4,3,H,71
3,1,3,H,72
2,0,2,H,73
3,5,2,H,74
1,0,2,V,75
