6
1,2,2,H,1
2,5,3,H,2
5,0,3,V,3
2,3,3,H,4
2,0,3,H,5
1,0,2,V,6
2,1,2,H,7
2,4,2,H,8
0,2,3,V,9
4,4,2,H,10
3,2,2,H,11
0,5,2,H,12
6
1,2,2,H,1
4,0,2,H,12
4,2,2,H,13
4,1,2,H,14
2,1,2,H,15
0,0,3,V,16
3,2,3,V,17
1,0,3,H,18
1,4,2,V,19
2,5,3,H,20
0,3,3,H,21
4,3,2,H,22
6
1,2,2,H,1
3,4,2,V,22
0,1,3,V,23
4,1,3,V,24
5,2,2,V,25
1,4,2,V,26
2,0,3,H,27
2,3,2,H,28
1,1,3,H,29
0,0,2,H,30
4,5,2,H,31
6
1,2,2,H,1
0,2,2,V,31
3,1,3,V,32
3,4,3,H,33
2,5,3,H,34
5,0,3,V,35
0,5,2,H,36
4,2,2,V,37
2,0,3,H,38
0,1,3,H,39
0,4,3,H,40
6
1,2,2,H,1
0,3,2,V,41
5,1,2,V,42
1,1,2,H,43
4,2,2,V,44
0,0,3,V,45
2,0,2,H,46
3,2,3,V,47
3,5,3,H,48
1,5,2,H,49
4,4,2,H,50
3,1,2,H,51
2,3,2,V,52
6
1,2,2,H,1
0,0,3,H,52
2,3,3,H,53
2,4,2,V,54
4,1,2,V,55
5,4,2,V,56
0,3,2,H,57
0,1,2,V,58
3,0,3,V,59
5,1,3,V,60
4,4,2,V,61
6
1,2,2,H,1
0,4,2,V,61
5,1,3,V,62
0,3,3,H,63
2,5,3,H,64
3,0,3,H,65
3,1,3,V,66
0,0,3,V,67
3,4,3,H,68
1,1,2,H,69
1,4,2,H,70
4,1,3,V,71
