6
1,2,2,H,1
1,3,2,V,2
1,1,3,H,3
0,2,2,V,4
2,5,2,H,5
3,2,3,H,6
3,3,2,V,7
2,0,3,H,8
5,0,2,V,9
4,3,2,V,10
6
1,2,2,H,1
3,2,3,H,10
0,0,2,V,11
0,2,3,V,12
3,0,2,V,13
2,5,3,H,14
2,4,3,H,15
1,3,3,H,16
5,3,2,V,17
1,0,2,H,18
6
1,2,2,H,1
2,0,3,H,18
1,5,2,H,19
4,4,2,V,20
1,4,3,H,21
0,1,3,V,22
2,3,3,H,23
3,2,2,H,24
2,1,2,H,25
5,3,2,V,26
5,1,2,V,27
1,0,2,V,28
6
1,2,2,H,1
2,3,2,H,28
2,0,3,H,29
0,5,2,H,30
3,1,3,H,31
1,1,2,H,32
0,0,3,V,33
4,2,3,V,34
3,5,3,H,35
2,4,2,V,36
5,2,3,V,37
1,3,2,V,38
0,3,2,V,39
