6
1,2,2,H,1
0,0,2,H,2
0,5,3,H,3
4,2,2,V,4
0,2,3,V,5
5,1,2,V,6
3,5,3,H,7
3,0,3,H,8
3,2,3,V,9
2,1,3,H,10
0,1,2,H,11
6
1,2,2,H,1
5,4,2,V,11
2,0,2,H,12
0,4,2,V,13
3,1,2,V,14
0,0,2,V,15
1,5,2,H,16
0,3,3,H,17
3,3,2,H,18
5,2,2,V,19
1,4,3,H,20
4,0,3,V,21
5,0,2,V,22
6
1,2,2,H,1
3,5,2,H,22
5,1,3,V,23
3,2,3,V,24
0,1,3,H,25
0,4,3,H,26
1,3,2,H,27
2,0,3,H,28
4,4,2,H,29
4,1,3,V,30
0,5,3,H,31
6
1,2,2,H,1
0,4,3,H,32
0,0,2,H,33
1,1,3,H,34
3,2,2,H,35
2,5,3,H,36
5,1,3,V,37
3,0,3,H,38
0,1,3,V,39
3,4,3,H,40
1,3,3,H,41
0,5,2,H,42
