6
1,2,2,H,1
2,0,2,H,2
3,3,2,H,3
3,4,2,V,4
0,1,3,H,5
5,3,2,V,6
4,0,2,H,7
5,1,2,V,8
0,2,3,V,9
0,5,3,H,10
3,1,2,V,11
4,5,2,H,12
0,0,2,H,13
6
1,2,2,H,1
1,4,3,H,14
1,0,3,H,15
4,1,3,V,16
0,0,3,V,17
3,1,3,V,18
5,1,2,V,19
2,5,3,H,20
4,4,2,H,21
0,3,3,H,22
0,4,2,V,23
6
1,2,2,H,1
0,0,3,H,23
0,1,2,H,24
0,2,3,V,25
5,3,2,V,26
3,0,3,V,27
5,0,3,V,28
4,2,3,V,29
2,4,2,V,30
1,3,3,H,31
3,5,3,H,32
6
1,2,2,H,1
5,1,2,V,33
3,4,2,V,34
1,3,2,V,35
2,4,2,V,36
0,4,2,V,37
0,1,2,H,38
3,1,3,V,39
4,0,2,H,40
4,4,2,V,41
4,1,3,V,42
0,0,3,H,43
6
1,2,2,H,1
4,0,3,V,44
3,0,3,V,45
3,5,3,H,46
2,3,2,V,47
1,1,2,H,48
0,5,2,H,49
0,0,3,H,50
5,0,2,V,51
4,3,2,H,52
4,4,2,H,53
0,1,2,V,54
1,3,2,V,55
3,3,2,V,56
