6
1,2,2,H,1
5,3,2,V,2
3,5,2,H,3
4,0,3,V,4
0,0,2,V,5
2,4,3,H,6
2,0,2,V,7
0,3,3,H,8
0,5,3,H,9
3,1,3,V,10
5,1,2,V,11
0,4,2,H,12
6
1,2,2,H,1
4,4,2,V,13
3,0,3,H,14
0,0,3,V,15
0,5,2,H,16
0,4,3,H,17
4,1,2,H,18
2,3,3,H,19
5,2,2,V,20
3,2,2,H,21
1,1,3,H,22
0,3,2,H,23
6
1,2,2,H,1
2,4,3,H,24
3,2,3,H,25
2,0,2,V,26
3,5,3,H,27
0,3,3,H,28
1,4,2,V,29
0,0,3,V,30
4,3,2,H,31
4,0,2,V,32
6
1,2,2,H,1
1,0,2,V,33
5,0,3,V,34
1,3,2,H,35
4,1,3,V,36
0,2,3,V,37
2,5,3,H,38
2,0,2,H,39
1,4,3,H,40
3,1,3,V,41
4,4,2,H,42
0,5,2,H,43
0,0,2,V,44
