filename,iterations,moves,solved,H/V,types,dimension
board0.csv,180,6,yes,3:4,0:5:2:0:0,6
board1.csv,144,6,yes,4:3,0:5:2:0:0,6
board10.csv,80,4,yes,4:3,0:5:2:0:0,6
board100.csv,784,11,yes,2:5,0:5:2:0:0,6
board101.csv,133,5,yes,3:4,0:5:2:0:0,6
board102.csv,63,4,yes,5:2,0:5:2:0:0,6
board103.csv,1062,-,no,3:4,0:5:2:0:0,6
board104.csv,871,11,yes,2:5,0:5:2:0:0,6
board105.csv,69,6,yes,5:1,0:2:4:0:0,6
board106.csv,350,7,yes,2:4,0:2:4:0:0,6
board107.csv,2356,-,no,4:3,0:5:2:0:0,6
board108.csv,545,8,yes,5:2,0:5:2:0:0,6
board109.csv,1020,-,no,2:5,0:5:2:0:0,6
board11.csv,956,12,yes,2:4,0:2:4:0:0,6
board110.csv,211,6,yes,4:2,0:2:4:0:0,6
board111.csv,1040,6,yes,4:3,0:5:2:0:0,6
board112.csv,138,5,yes,5:2,0:5:2:0:0,6
board113.csv,750,7,yes,4:3,0:5:2:0:0,6
board114.csv,49,4,yes,4:3,0:5:2:0:0,6
board115.csv,289,8,yes,1:5,0:2:4:0:0,6
board116.csv,546,8,yes,4:2,0:2:4:0:0,6
board117.csv,50,4,yes,5:2,0:5:2:0:0,6
board118.csv,1965,8,yes,3:5,0:8:0:0:0,6
board119.csv,669,8,yes,4:3,0:5:2:0:0,6
board12.csv,71,5,yes,3:4,0:5:2:0:0,6
board120.csv,543,13,yes,2:4,0:2:4:0:0,6
board121.csv,18,4,yes,3:4,0:5:2:0:0,6
board122.csv,87,-,no,4:3,0:5:2:0:0,6
board123.csv,737,-,no,3:4,0:5:2:0:0,6
board124.csv,76,4,yes,6:1,0:5:2:0:0,6
board125.csv,54,5,yes,3:3,0:2:4:0:0,6
board126.csv,548,7,yes,2:4,0:2:4:0:0,6
board127.csv,165,9,yes,3:3,0:2:4:0:0,6
board128.csv,280,8,yes,5:1,0:2:4:0:0,6
board129.csv,237,6,yes,3:4,0:5:2:0:0,6
board13.csv,100,5,yes,4:2,0:2:4:0:0,6
board130.csv,95,4,yes,5:2,0:5:2:0:0,6
board131.csv,147,8,yes,4:2,0:2:4:0:0,6
board132.csv,570,7,yes,4:2,0:2:4:0:0,6
board133.csv,60,4,yes,5:1,0:2:4:0:0,6
board134.csv,803,15,yes,4:2,0:2:4:0:0,6
board135.csv,1564,9,yes,2:5,0:5:2:0:0,6
board136.csv,293,6,yes,3:3,0:2:4:0:0,6
board137.csv,2106,-,no,3:4,0:5:2:0:0,6
board138.csv,36,-,no,3:3,0:2:4:0:0,6
board139.csv,278,5,yes,3:4,0:5:2:0:0,6
board14.csv,33,4,yes,5:2,0:5:2:0:0,6
board140.csv,63,5,yes,3:3,0:2:4:0:0,6
board141.csv,111,11,yes,2:4,0:2:4:0:0,6
board142.csv,1156,7,yes,3:4,0:5:2:0:0,6
board143.csv,290,7,yes,3:4,0:5:2:0:0,6
board144.csv,199,5,yes,4:3,0:5:2:0:0,6
board145.csv,681,10,yes,3:3,0:2:4:0:0,6
board146.csv,107,6,yes,4:2,0:2:4:0:0,6
board147.csv,1272,-,no,2:5,0:5:2:0:0,6
board148.csv,80,4,yes,5:2,0:5:2:0:0,6
board149.csv,1118,6,yes,5:2,0:5:2:0:0,6
board15.csv,1290,8,yes,4:2,0:2:4:0:0,6
board150.csv,986,8,yes,2:4,0:2:4:0:0,6
board151.csv,52,4,yes,5:2,0:5:2:0:0,6
board152.csv,19,4,yes,4:3,0:5:2:0:0,6
board153.csv,96,-,no,4:2,0:2:4:0:0,6
board154.csv,72,4,yes,5:1,0:2:4:0:0,6
board155.csv,688,7,yes,3:4,0:5:2:0:0,6
board156.csv,605,7,yes,4:2,0:2:4:0:0,6
board157.csv,27,4,yes,3:4,0:5:2:0:0,6
board158.csv,19,4,yes,4:2,0:2:4:0:0,6
board159.csv,804,6,yes,5:2,0:5:2:0:0,6
board16.csv,221,6,yes,4:3,0:5:2:0:0,6
board160.csv,302,5,yes,3:4,0:5:2:0:0,6
board161.csv,31,4,yes,4:2,0:2:4:0:0,6
board162.csv,579,9,yes,3:3,0:2:4:0:0,6
board163.csv,703,-,no,3:4,0:5:2:0:0,6
board164.csv,1131,11,yes,4:2,0:2:4:0:0,6
board165.csv,180,7,yes,2:5,0:5:2:0:0,6
board166.csv,40,5,yes,3:4,0:5:2:0:0,6
board167.csv,303,22,yes,3:3,0:2:4:0:0,6
board168.csv,23,4,yes,3:4,0:5:2:0:0,6
board169.csv,113,6,yes,2:4,0:2:4:0:0,6
board17.csv,1322,8,yes,3:4,0:5:2:0:0,6
board170.csv,131,11,yes,4:3,0:5:2:0:0,6
board171.csv,180,5,yes,4:3,0:5:2:0:0,6
board172.csv,69,5,yes,4:3,0:5:2:0:0,6
board173.csv,2340,-,no,4:3,0:5:2:0:0,6
board174.csv,617,6,yes,5:2,0:5:2:0:0,6
board175.csv,16,4,yes,4:3,0:5:2:0:0,6
board176.csv,1029,7,yes,4:3,0:5:2:0:0,6
board177.csv,300,5,yes,5:2,0:5:2:0:0,6
board178.csv,1943,-,no,3:4,0:5:2:0:0,6
board179.csv,49,4,yes,3:4,0:5:2:0:0,6
board18.csv,198,5,yes,4:3,0:5:2:0:0,6
board180.csv,78,5,yes,2:5,0:5:2:0:0,6
board181.csv,934,9,yes,3:4,0:5:2:0:0,6
board182.csv,92,-,no,4:3,0:5:2:0:0,6
board183.csv,54,14,yes,2:4,0:2:4:0:0,6
board184.csv,89,6,yes,3:4,0:5:2:0:0,6
board185.csv,45,4,yes,4:3,0:5:2:0:0,6
board186.csv,848,-,no,2:5,0:5:2:0:0,6
board187.csv,5483,10,yes,3:4,0:5:2:0:0,6
board188.csv,624,-,no,5:2,0:5:2:0:0,6
board189.csv,1272,-,no,2:5,0:5:2:0:0,6
board19.csv,204,6,yes,3:3,0:2:4:0:0,6
board190.csv,53,4,yes,3:4,0:5:2:0:0,6
board191.csv,54,4,yes,5:1,0:2:4:0:0,6
board192.csv,879,7,yes,5:2,0:5:2:0:0,6
board193.csv,104,5,yes,2:5,0:5:2:0:0,6
board194.csv,938,-,no,4:3,0:5:2:0:0,6
board195.csv,94,4,yes,4:3,0:5:2:0:0,6
board196.csv,103,5,yes,4:2,0:2:4:0:0,6
board197.csv,47,4,yes,5:2,0:5:2:0:0,6
board198.csv,164,5,yes,4:3,0:5:2:0:0,6
board199.csv,232,-,no,3:4,0:5:2:0:0,6
board2.csv,410,6,yes,2:5,0:5:2:0:0,6
board20.csv,455,6,yes,3:4,0:5:2:0:0,6
board200.csv,79,19,yes,3:3,0:2:4:0:0,6
board201.csv,196,5,yes,4:3,0:5:2:0:0,6
board202.csv,472,8,yes,3:3,0:2:4:0:0,6
board203.csv,134,5,yes,3:4,0:5:2:0:0,6
board204.csv,95,5,yes,3:4,0:5:2:0:0,6
board205.csv,83,5,yes,3:4,0:5:2:0:0,6
board206.csv,1538,7,yes,3:4,0:5:2:0:0,6
board207.csv,303,6,yes,5:2,0:5:2:0:0,6
board208.csv,295,10,yes,1:5,0:2:4:0:0,6
board209.csv,117,10,yes,2:5,0:5:2:0:0,6
board21.csv,1120,6,yes,4:3,0:5:2:0:0,6
board210.csv,200,7,yes,2:5,0:5:2:0:0,6
board211.csv,509,11,yes,4:3,0:5:2:0:0,6
board212.csv,55,4,yes,4:3,0:5:2:0:0,6
board213.csv,52,4,yes,5:1,0:2:4:0:0,6
board214.csv,224,5,yes,3:4,0:5:2:0:0,6
board215.csv,86,4,yes,5:2,0:5:2:0:0,6
board216.csv,336,-,no,5:2,0:5:2:0:0,6
board217.csv,475,15,yes,3:3,0:2:4:0:0,6
board218.csv,91,7,yes,4:2,0:2:4:0:0,6
board219.csv,1665,-,no,3:4,0:5:2:0:0,6
board22.csv,479,7,yes,5:2,0:5:2:0:0,6
board220.csv,78,4,yes,4:3,0:5:2:0:0,6
board221.csv,834,7,yes,4:2,0:2:4:0:0,6
board222.csv,795,11,yes,4:2,0:2:4:0:0,6
board223.csv,1092,-,no,5:2,0:5:2:0:0,6
board224.csv,561,9,yes,5:2,0:5:2:0:0,6
board225.csv,38,5,yes,5:2,0:5:2:0:0,6
board226.csv,208,5,yes,3:3,0:2:4:0:0,6
board227.csv,142,5,yes,6:1,0:5:2:0:0,6
board228.csv,845,9,yes,3:4,0:5:2:0:0,6
board229.csv,148,4,yes,3:5,0:8:0:0:0,6
board23.csv,750,8,yes,2:4,0:2:4:0:0,6
board230.csv,259,5,yes,5:2,0:5:2:0:0,6
board231.csv,375,7,yes,3:3,0:2:4:0:0,6
board232.csv,119,5,yes,3:3,0:2:4:0:0,6
board233.csv,160,6,yes,3:3,0:2:4:0:0,6
