filename,iterations,moves,solved,H/V,types,dimension
board0.csv,1350,7,yes,5:3,0:3:5:0:0,6
board1.csv,3404,11,yes,3:5,0:3:5:0:0,6
board10.csv,80,4,yes,5:4,0:6:3:0:0,6
board100.csv,5174,14,yes,5:5,0:9:1:0:0,6
board101.csv,417,7,yes,4:5,0:6:3:0:0,6
board102.csv,175,5,yes,5:4,0:6:3:0:0,6
board103.csv,2021,8,yes,4:5,0:6:3:0:0,6
board104.csv,425,-,no,2:7,0:6:3:0:0,6
board105.csv,86,4,yes,6:2,0:3:5:0:0,6
board106.csv,9379,10,yes,6:3,0:6:3:0:0,6
board107.csv,1018,7,yes,6:3,0:6:3:0:0,6
board108.csv,435,9,yes,4:5,0:6:3:0:0,6
board109.csv,506,6,yes,4:5,0:6:3:0:0,6
board11.csv,393,6,yes,6:3,0:6:3:0:0,6
board110.csv,1952,-,no,4:5,0:6:3:0:0,6
board111.csv,1037,7,yes,6:3,0:6:3:0:0,6
board112.csv,676,7,yes,5:3,0:3:5:0:0,6
board113.csv,2101,23,yes,5:4,0:6:3:0:0,6
board114.csv,2651,9,yes,6:4,0:9:1:0:0,6
board115.csv,396,-,no,5:4,0:6:3:0:0,6
board116.csv,524,6,yes,5:3,0:3:5:0:0,6
board117.csv,642,5,yes,6:3,0:6:3:0:0,6
board118.csv,8166,-,no,5:4,0:6:3:0:0,6
board119.csv,1030,9,yes,5:3,0:3:5:0:0,6
board12.csv,241,5,yes,5:5,0:9:1:0:0,6
board120.csv,6571,12,yes,5:3,0:3:5:0:0,6
board121.csv,1895,24,yes,3:6,0:6:3:0:0,6
board122.csv,58,4,yes,4:4,0:3:5:0:0,6
board123.csv,721,13,yes,3:5,0:3:5:0:0,6
board124.csv,60,4,yes,6:3,0:6:3:0:0,6
board125.csv,6624,-,no,7:2,0:6:3:0:0,6
board126.csv,108,5,yes,6:3,0:6:3:0:0,6
board127.csv,612,-,no,2:7,0:6:3:0:0,6
board128.csv,847,9,yes,5:4,0:6:3:0:0,6
board129.csv,875,9,yes,3:6,0:6:3:0:0,6
board13.csv,90,-,no,6:2,0:3:5:0:0,6
board130.csv,699,6,yes,4:5,0:6:3:0:0,6
board131.csv,1091,-,no,4:5,0:6:3:0:0,6
board132.csv,1446,9,yes,3:6,0:6:3:0:0,6
board133.csv,1274,12,yes,5:4,0:6:3:0:0,6
board134.csv,1049,5,yes,4:5,0:6:3:0:0,6
board135.csv,88,-,no,5:4,0:6:3:0:0,6
board136.csv,6641,12,yes,4:4,0:3:5:0:0,6
board137.csv,353,10,yes,4:5,0:6:3:0:0,6
board138.csv,1258,-,no,4:4,0:3:5:0:0,6
board139.csv,940,8,yes,4:4,0:3:5:0:0,6
board14.csv,521,6,yes,4:4,0:3:5:0:0,6
board140.csv,326,10,yes,5:4,0:6:3:0:0,6
board141.csv,2267,12,yes,5:3,0:3:5:0:0,6
board142.csv,1183,16,yes,5:4,0:6:3:0:0,6
board143.csv,988,-,no,4:5,0:6:3:0:0,6
board144.csv,2070,12,yes,4:4,0:3:5:0:0,6
board145.csv,1844,-,no,3:6,0:6:3:0:0,6
board146.csv,289,8,yes,5:4,0:6:3:0:0,6
board147.csv,550,7,yes,4:5,0:6:3:0:0,6
board148.csv,221,8,yes,6:3,0:6:3:0:0,6
board149.csv,82,11,yes,6:3,0:6:3:0:0,6
board15.csv,258,6,yes,4:5,0:6:3:0:0,6
board150.csv,198,-,no,7:1,0:3:5:0:0,6
board151.csv,786,6,yes,7:1,0:3:5:0:0,6
board152.csv,1691,-,no,6:3,0:6:3:0:0,6
board153.csv,528,5,yes,4:5,0:6:3:0:0,6
board154.csv,238,-,no,6:3,0:6:3:0:0,6
board155.csv,2318,13,yes,3:5,0:3:5:0:0,6
board156.csv,164,5,yes,6:2,0:3:5:0:0,6
board157.csv,2431,15,yes,4:4,0:3:5:0:0,6
board158.csv,1101,-,no,5:3,0:3:5:0:0,6
board159.csv,555,6,yes,3:6,0:6:3:0:0,6
board16.csv,50,4,yes,5:3,0:3:5:0:0,6
board160.csv,77,5,yes,7:2,0:6:3:0:0,6
board161.csv,1628,-,no,4:5,0:6:3:0:0,6
board162.csv,7077,-,no,4:5,0:6:3:0:0,6
board163.csv,178,7,yes,6:3,0:6:3:0:0,6
board164.csv,2292,-,no,5:4,0:6:3:0:0,6
