filename,iterations,moves,solved,H/V,types,dimension
board0.csv,408,-,no,5:5,0:5:5:0:0,6
board1.csv,41,4,yes,6:4,0:5:5:0:0,6
board10.csv,1280,-,no,6:4,0:5:5:0:0,6
board100.csv,35404,-,no,8:3,0:8:3:0:0,6
board101.csv,2080,-,no,7:3,0:5:5:0:0,6
board102.csv,648,-,no,7:4,0:8:3:0:0,6
board103.csv,582,7,yes,5:5,0:5:5:0:0,6
board104.csv,1962,-,no,7:2,0:2:7:0:0,6
board105.csv,832,-,no,7:4,0:8:3:0:0,6
board106.csv,1215,12,yes,7:3,0:5:5:0:0,6
board107.csv,1868,7,yes,7:4,0:8:3:0:0,6
board108.csv,2424,10,yes,5:4,0:2:7:0:0,6
board109.csv,103,-,no,5:6,0:8:3:0:0,6
board11.csv,672,9,yes,6:5,0:8:3:0:0,6
board110.csv,68,4,yes,7:2,0:2:7:0:0,6
board111.csv,828,7,yes,7:4,0:8:3:0:0,6
board112.csv,567,6,yes,8:2,0:5:5:0:0,6
board113.csv,129,-,no,5:6,0:8:3:0:0,6
board114.csv,1488,-,no,8:1,0:2:7:0:0,6
board115.csv,4113,8,yes,5:5,0:5:5:0:0,6
board116.csv,2625,-,no,4:7,0:8:3:0:0,6
board117.csv,459,6,yes,8:2,0:5:5:0:0,6
board118.csv,1535,-,no,6:4,0:5:5:0:0,6
board119.csv,7713,-,no,8:3,0:8:3:0:0,6
board12.csv,273,5,yes,5:6,0:8:3:0:0,6
board120.csv,251,-,no,4:6,0:5:5:0:0,6
board121.csv,621,-,no,5:7,0:11:1:0:0,6
board122.csv,45,-,no,3:7,0:5:5:0:0,6
board123.csv,8736,-,no,6:5,0:8:3:0:0,6
board124.csv,161,5,yes,4:7,0:8:3:0:0,6
board125.csv,654,6,yes,8:2,0:5:5:0:0,6
board126.csv,2763,10,yes,6:5,0:8:3:0:0,6
board127.csv,7966,-,no,7:3,0:5:5:0:0,6
board128.csv,254,-,no,7:2,0:2:7:0:0,6
board129.csv,111,-,no,8:2,0:5:5:0:0,6
board13.csv,453,9,yes,7:3,0:5:5:0:0,6
board130.csv,1185,9,yes,8:2,0:5:5:0:0,6
board131.csv,6783,-,no,5:5,0:5:5:0:0,6
board132.csv,3331,-,no,5:5,0:5:5:0:0,6
board133.csv,113,5,yes,3:7,0:5:5:0:0,6
board134.csv,2508,-,no,4:6,0:5:5:0:0,6
board135.csv,37,4,yes,6:5,0:8:3:0:0,6
board136.csv,1092,-,no,7:4,0:8:3:0:0,6
board137.csv,538,-,no,6:4,0:5:5:0:0,6
board138.csv,594,-,no,8:3,0:8:3:0:0,6
board139.csv,1025,8,yes,5:4,0:2:7:0:0,6
board14.csv,275,9,yes,7:4,0:8:3:0:0,6
board140.csv,379,7,yes,5:6,0:8:3:0:0,6
board141.csv,1106,-,no,6:5,0:8:3:0:0,6
board142.csv,6002,18,yes,6:5,0:8:3:0:0,6
board143.csv,3059,7,yes,5:6,0:8:3:0:0,6
board144.csv,5145,-,no,5:6,0:8:3:0:0,6
board145.csv,9244,10,yes,4:7,0:8:3:0:0,6
board146.csv,3000,13,yes,5:5,0:5:5:0:0,6
board147.csv,20866,16,yes,6:5,0:8:3:0:0,6
board148.csv,375,-,no,6:4,0:5:5:0:0,6
board149.csv,849,-,no,5:6,0:8:3:0:0,6
board15.csv,258,8,yes,5:5,0:5:5:0:0,6
board150.csv,339,5,yes,5:6,0:8:3:0:0,6
board151.csv,7959,11,yes,5:6,0:8:3:0:0,6
board152.csv,2004,-,no,9:1,0:5:5:0:0,6
board153.csv,130,-,no,7:3,0:5:5:0:0,6
board154.csv,336,5,yes,5:6,0:8:3:0:0,6
board155.csv,12,-,no,6:4,0:5:5:0:0,6
board156.csv,144,-,no,6:4,0:5:5:0:0,6
board157.csv,1056,9,yes,3:8,0:8:3:0:0,6
board158.csv,372,-,no,8:1,0:2:7:0:0,6
board159.csv,132,-,no,5:5,0:5:5:0:0,6
board16.csv,2216,-,no,3:7,0:5:5:0:0,6
board160.csv,2746,-,no,4:7,0:8:3:0:0,6
board161.csv,48,4,yes,6:5,0:8:3:0:0,6
board162.csv,592,-,no,5:5,0:5:5:0:0,6
board163.csv,80,-,no,6:4,0:5:5:0:0,6
board164.csv,8,3,yes,6:5,0:8:3:0:0,6
board165.csv,6240,-,no,5:5,0:5:5:0:0,6
board166.csv,391,-,no,6:4,0:5:5:0:0,6
board167.csv,5270,-,no,5:6,0:8:3:0:0,6
board168.csv,10350,23,yes,6:5,0:8:3:0:0,6
board169.csv,7086,-,no,8:3,0:8:3:0:0,6
board17.csv,29,4,yes,7:3,0:5:5:0:0,6
board170.csv,56,-,no,6:3,0:2:7:0:0,6
board171.csv,835,6,yes,6:4,0:5:5:0:0,6
board172.csv,709,7,yes,7:3,0:5:5:0:0,6
board173.csv,1273,-,no,6:4,0:5:5:0:0,6
board174.csv,134,-,no,5:5,0:5:5:0:0,6
board175.csv,273,-,no,4:6,0:5:5:0:0,6
board176.csv,252,-,no,5:5,0:5:5:0:0,6
board177.csv,5670,12,yes,5:5,0:5:5:0:0,6
board178.csv,768,-,no,7:3,0:5:5:0:0,6
board179.csv,60,-,no,6:5,0:8:3:0:0,6
board18.csv,14868,-,no,8:2,0:5:5:0:0,6
board180.csv,7,3,yes,7:3,0:5:5:0:0,6
board181.csv,1808,-,no,5:5,0:5:5:0:0,6
board182.csv,198,-,no,6:4,0:5:5:0:0,6
board183.csv,360,-,no,5:6,0:8:3:0:0,6
board184.csv,1035,13,yes,8:4,0:11:1:0:0,6
board185.csv,12958,-,no,7:3,0:5:5:0:0,6
board186.csv,2028,-,no,9:1,0:5:5:0:0,6
board187.csv,2873,-,no,4:7,0:8:3:0:0,6
board188.csv,545,7,yes,4:7,0:8:3:0:0,6
board189.csv,5287,-,no,4:6,0:5:5:0:0,6
board19.csv,1198,9,yes,5:6,0:8:3:0:0,6
board190.csv,2324,-,no,6:5,0:8:3:0:0,6
board191.csv,766,-,no,7:3,0:5:5:0:0,6
board192.csv,1458,-,no,8:2,0:5:5:0:0,6
board193.csv,2131,-,no,5:5,0:5:5:0:0,6
board194.csv,90,-,no,7:2,0:2:7:0:0,6
board195.csv,1641,10,yes,4:6,0:5:5:0:0,6
board196.csv,774,5,yes,7:4,0:8:3:0:0,6
board197.csv,1485,6,yes,6:5,0:8:3:0:0,6
board198.csv,374,6,yes,5:5,0:5:5:0:0,6
board199.csv,2595,15,yes,4:6,0:5:5:0:0,6
board2.csv,122,-,no,6:4,0:5:5:0:0,6
board20.csv,74,-,no,4:7,0:8:3:0:0,6
board200.csv,639,-,no,8:2,0:5:5:0:0,6
board201.csv,40,-,no,5:5,0:5:5:0:0,6
board202.csv,2,-,no,7:4,0:8:3:0:0,6
board203.csv,891,-,no,7:4,0:8:3:0:0,6
board204.csv,5753,13,yes,6:4,0:5:5:0:0,6
board205.csv,306,6,yes,5:6,0:8:3:0:0,6
board206.csv,400,-,no,5:4,0:2:7:0:0,6
board207.csv,74,4,yes,6:5,0:8:3:0:0,6
board208.csv,436,-,no,4:6,0:5:5:0:0,6
board209.csv,254,5,yes,8:3,0:8:3:0:0,6
board21.csv,6190,-,no,5:5,0:5:5:0:0,6
board210.csv,3106,-,no,5:5,0:5:5:0:0,6
board211.csv,1091,13,yes,5:5,0:5:5:0:0,6
board212.csv,339,9,yes,8:2,0:5:5:0:0,6
board213.csv,356,-,no,5:5,0:5:5:0:0,6
board214.csv,504,6,yes,6:5,0:8:3:0:0,6
board215.csv,1988,8,yes,7:3,0:5:5:0:0,6
board216.csv,696,-,no,3:8,0:8:3:0:0,6
board217.csv,719,-,no,5:5,0:5:5:0:0,6
board218.csv,1305,11,yes,5:4,0:2:7:0:0,6
board219.csv,8,3,yes,9:1,0:5:5:0:0,6
board22.csv,1464,-,no,4:6,0:5:5:0:0,6
board220.csv,498,6,yes,5:6,0:8:3:0:0,6
board221.csv,6585,-,no,3:7,0:5:5:0:0,6
board222.csv,300,-,no,4:6,0:5:5:0:0,6
board223.csv,416,-,no,8:2,0:5:5:0:0,6
board224.csv,771,6,yes,5:5,0:5:5:0:0,6
board225.csv,3193,-,no,6:4,0:5:5:0:0,6
board226.csv,792,-,no,6:4,0:5:5:0:0,6
board227.csv,473,-,no,4:5,0:2:7:0:0,6
board228.csv,338,5,yes,6:5,0:8:3:0:0,6
board229.csv,2418,-,no,4:6,0:5:5:0:0,6
board23.csv,20,-,no,6:5,0:8:3:0:0,6
board230.csv,1343,13,yes,6:5,0:8:3:0:0,6
board231.csv,7242,-,no,7:2,0:2:7:0:0,6
board232.csv,72,-,no,7:2,0:2:7:0:0,6
board233.csv,2952,8,yes,5:5,0:5:5:0:0,6
board234.csv,12,-,no,7:2,0:2:7:0:0,6
board235.csv,69,-,no,7:3,0:5:5:0:0,6
board236.csv,21508,-,no,6:4,0:5:5:0:0,6
board237.csv,112,-,no,5:6,0:8:3:0:0,6
board238.csv,1626,-,no,7:4,0:8:3:0:0,6
board239.csv,106,-,no,5:6,0:8:3:0:0,6
board24.csv,140,-,no,4:6,0:5:5:0:0,6
board240.csv,1190,-,no,6:6,0:11:1:0:0,6
board241.csv,458,6,yes,6:4,0:5:5:0:0,6
board242.csv,28,-,no,6:3,0:2:7:0:0,6
board243.csv,329,-,no,4:6,0:5:5:0:0,6
board244.csv,710,6,yes,7:3,0:5:5:0:0,6
board245.csv,57,9,yes,6:3,0:2:7:0:0,6
board246.csv,84,6,yes,6:5,0:8:3:0:0,6
board247.csv,540,-,no,8:2,0:5:5:0:0,6
board248.csv,319,6,yes,6:4,0:5:5:0:0,6
board249.csv,669,-,no,5:5,0:5:5:0:0,6
board25.csv,1308,7,yes,6:5,0:8:3:0:0,6
board250.csv,442,9,yes,4:6,0:5:5:0:0,6
board251.csv,1451,-,no,7:4,0:8:3:0:0,6
board252.csv,2743,-,no,5:5,0:5:5:0:0,6
board253.csv,8925,-,no,6:4,0:5:5:0:0,6
board254.csv,1456,-,no,6:5,0:8:3:0:0,6
board255.csv,66,5,yes,6:4,0:5:5:0:0,6
board256.csv,1224,7,yes,5:6,0:8:3:0:0,6
board257.csv,681,-,no,5:6,0:8:3:0:0,6
board258.csv,1512,-,no,8:2,0:5:5:0:0,6
board259.csv,1388,-,no,7:4,0:8:3:0:0,6
board26.csv,212,5,yes,6:4,0:5:5:0:0,6
board260.csv,2576,-,no,6:4,0:5:5:0:0,6
board261.csv,649,-,no,5:5,0:5:5:0:0,6
board262.csv,902,6,yes,7:3,0:5:5:0:0,6
board263.csv,3600,-,no,6:5,0:8:3:0:0,6
board264.csv,88,-,no,8:2,0:5:5:0:0,6
board265.csv,167,7,yes,4:6,0:5:5:0:0,6
board266.csv,914,-,no,5:5,0:5:5:0:0,6
board267.csv,188,5,yes,4:7,0:8:3:0:0,6
board268.csv,125,-,no,7:3,0:5:5:0:0,6
board269.csv,79,4,yes,8:2,0:5:5:0:0,6
board27.csv,80,-,no,5:5,0:5:5:0:0,6
board270.csv,212,7,yes,5:5,0:5:5:0:0,6
board271.csv,1548,-,no,6:4,0:5:5:0:0,6
board272.csv,633,-,no,4:5,0:2:7:0:0,6
board273.csv,2775,-,no,4:6,0:5:5:0:0,6
board274.csv,63,6,yes,7:2,0:2:7:0:0,6
board275.csv,146,9,yes,4:7,0:8:3:0:0,6
board276.csv,1150,-,no,8:2,0:5:5:0:0,6
board277.csv,3011,13,yes,5:5,0:5:5:0:0,6
board278.csv,220,-,no,3:7,0:5:5:0:0,6
board279.csv,760,7,yes,7:3,0:5:5:0:0,6
board28.csv,766,26,yes,5:5,0:5:5:0:0,6
board280.csv,997,9,yes,4:6,0:5:5:0:0,6
board281.csv,156,5,yes,8:3,0:8:3:0:0,6
board282.csv,5064,-,no,9:1,0:5:5:0:0,6
board283.csv,72,-,no,8:2,0:5:5:0:0,6
board284.csv,2743,10,yes,4:6,0:5:5:0:0,6
board285.csv,697,11,yes,4:5,0:2:7:0:0,6
board286.csv,3190,7,yes,8:3,0:8:3:0:0,6
board287.csv,807,10,yes,5:6,0:8:3:0:0,6
board288.csv,17,-,no,5:5,0:5:5:0:0,6
board289.csv,594,-,no,6:4,0:5:5:0:0,6
board29.csv,12524,-,no,5:6,0:8:3:0:0,6
board290.csv,30,-,no,8:2,0:5:5:0:0,6
board291.csv,1231,-,no,5:5,0:5:5:0:0,6
board292.csv,6620,-,no,6:4,0:5:5:0:0,6
board293.csv,4392,9,yes,6:5,0:8:3:0:0,6
board294.csv,334,-,no,6:5,0:8:3:0:0,6
board295.csv,1556,8,yes,7:3,0:5:5:0:0,6
board296.csv,434,6,yes,5:4,0:2:7:0:0,6
board297.csv,1052,11,yes,8:3,0:8:3:0:0,6
board298.csv,1295,-,no,4:6,0:5:5:0:0,6
board299.csv,1109,-,no,5:5,0:5:5:0:0,6
board3.csv,1616,7,yes,7:4,0:8:3:0:0,6
board30.csv,2406,-,no,7:5,0:11:1:0:0,6
board300.csv,237,-,no,8:2,0:5:5:0:0,6
board301.csv,138,-,no,4:6,0:5:5:0:0,6
board302.csv,1909,-,no,7:4,0:8:3:0:0,6
board303.csv,299,5,yes,5:5,0:5:5:0:0,6
board304.csv,3212,-,no,4:6,0:5:5:0:0,6
