filename,iterations,moves,solved,H/V,types,dimension
board0.csv,172,6,yes,4:3,0:3:1:2:1,6
board1.csv,168,-,no,5:2,0:2:3:1:1,6
board10.csv,16,-,no,3:4,0:3:1:1:2,6
board100.csv,15,-,no,4:2,0:1:3:0:2,6
board101.csv,185,6,yes,5:2,0:3:1:2:1,6
board102.csv,72,6,yes,3:4,0:3:1:2:1,6
board103.csv,81,-,no,2:5,0:2:3:1:1,6
board104.csv,48,-,no,3:3,0:2:1:1:2,6
board105.csv,455,7,yes,4:3,0:4:1:0:2,6
board106.csv,37,4,yes,4:3,0:4:1:0:2,6
board107.csv,6,-,no,3:4,0:2:3:1:1,6
board108.csv,2,-,no,3:2,0:1:1:0:3,6
board109.csv,25,-,no,3:4,0:2:3:0:2,6
board11.csv,1032,8,yes,4:5,0:7:1:0:1,6
board110.csv,16,-,no,1:5,0:2:1:1:2,6
board111.csv,30,6,yes,2:4,0:2:1:1:2,6
board112.csv,1108,-,no,5:3,0:4:3:0:1,6
board113.csv,12,-,no,3:2,0:1:1:0:3,6
board114.csv,783,8,yes,6:2,0:5:1:1:1,6
board115.csv,552,-,no,3:4,0:1:3:3:0,6
board116.csv,348,-,no,4:4,0:4:3:0:1,6
board117.csv,21,4,yes,4:2,0:1:1:3:1,6
board118.csv,24,-,no,2:4,0:1:3:0:2,6
board119.csv,39,-,no,5:2,0:3:0:3:1,6
board12.csv,23,5,yes,1:5,0:2:0:2:2,6
board120.csv,4,-,no,2:5,0:1:5:0:1,6
board121.csv,280,-,no,7:0,0:1:3:3:0,6
board122.csv,31,4,yes,4:3,0:4:0:1:2,6
board123.csv,31,4,yes,4:2,0:2:1:1:2,6
board124.csv,314,11,yes,4:4,0:5:1:1:1,6
board125.csv,24,-,no,3:3,0:2:1:1:2,6
board126.csv,24,-,no,2:5,0:3:1:2:1,6
board127.csv,203,6,yes,3:4,0:3:1:2:1,6
board128.csv,130,5,yes,3:5,0:5:1:1:1,6
board129.csv,66,4,yes,4:2,0:2:1:1:2,6
board13.csv,84,-,no,3:3,0:2:0:1:3,6
board130.csv,54,4,yes,5:2,0:4:1:0:2,6
board131.csv,360,-,no,5:2,0:2:3:1:1,6
board132.csv,216,-,no,5:2,0:2:1:4:0,6
board133.csv,4,-,no,4:3,0:2:3:1:1,6
board134.csv,568,8,yes,5:3,0:4:3:0:1,6
board135.csv,12,-,no,4:4,0:2:5:1:0,6
board136.csv,290,-,no,4:3,0:2:3:1:1,6
board137.csv,128,-,no,5:2,0:4:1:0:2,6
board138.csv,308,-,no,4:3,0:4:1:0:2,6
board139.csv,108,6,yes,4:2,0:2:1:1:2,6
board14.csv,39,4,yes,5:2,0:3:1:2:1,6
board140.csv,38,-,no,3:3,0:2:1:1:2,6
board141.csv,41,4,yes,6:1,0:3:1:2:1,6
board142.csv,32,-,no,3:3,0:2:1:1:2,6
board143.csv,77,-,no,5:3,0:4:2:1:1,6
board144.csv,182,6,yes,4:4,0:4:3:0:1,6
board145.csv,31,4,yes,5:2,0:3:1:2:1,6
board146.csv,675,-,no,6:1,0:3:1:2:1,6
board147.csv,132,-,no,6:1,0:4:1:0:2,6
board148.csv,257,8,yes,4:4,0:4:1:3:0,6
board149.csv,279,10,yes,6:2,0:4:1:3:0,6
board15.csv,9,4,yes,4:2,0:1:3:0:2,6
board150.csv,126,-,no,5:3,0:4:1:3:0,6
board151.csv,287,-,no,5:4,0:5:3:1:0,6
board152.csv,42,4,yes,5:3,0:4:1:3:0,6
board153.csv,94,-,no,5:2,0:2:3:1:1,6
board154.csv,30,4,yes,3:4,0:3:1:2:1,6
board155.csv,213,6,yes,3:4,0:3:1:2:1,6
board156.csv,79,4,yes,5:2,0:3:1:1:2,6
board157.csv,149,9,yes,5:2,0:2:3:1:1,6
board158.csv,144,5,yes,3:4,0:3:1:2:1,6
board159.csv,222,-,no,5:4,0:6:1:2:0,6
board16.csv,13,-,no,1:5,0:2:1:1:2,6
