filename,iterations,moves,solved,H/V,types,dimension
board0.csv,4242,-,no,6:4,3:3:3:0:1,6
board1.csv,8691,-,no,6:3,1:5:2:0:1,6
board10.csv,111,5,yes,3:4,1:2:2:0:2,6
board100.csv,126,-,no,3:3,1:2:0:0:3,6
board101.csv,51,4,yes,7:4,4:5:1:0:1,6
board102.csv,34,4,yes,4:2,1:2:0:0:3,6
board103.csv,103,-,no,4:6,1:6:1:0:2,6
board104.csv,7897,-,no,7:4,4:4:2:0:1,6
board105.csv,6576,-,no,6:4,2:6:1:0:1,6
board106.csv,38,-,no,3:3,1:2:0:0:3,6
board107.csv,1602,-,no,4:4,0:3:4:0:1,6
board108.csv,215,-,no,6:3,3:2:2:0:2,6
board109.csv,144,-,no,4:4,2:3:1:0:2,6
board11.csv,451,-,no,4:4,0:3:4:0:1,6
board110.csv,11226,-,no,6:6,5:5:1:0:1,6
board111.csv,46,4,yes,4:4,2:3:1:0:2,6
board112.csv,67,4,yes,9:3,4:3:5:0:0,6
board113.csv,251,5,yes,6:5,2:6:3:0:0,6
board114.csv,16,-,no,5:5,2:6:1:0:1,6
board115.csv,317,5,yes,4:6,3:4:2:0:1,6
board116.csv,13821,-,no,4:6,3:4:2:0:1,6
board117.csv,314,7,yes,4:4,1:2:4:0:1,6
board118.csv,288,-,no,7:2,3:2:2:0:2,6
board119.csv,579,-,no,4:8,3:6:3:0:0,6
board12.csv,101,-,no,2:6,2:2:2:0:2,6
board120.csv,210,6,yes,5:2,1:2:2:0:2,6
board121.csv,288,-,no,4:4,2:3:1:0:2,6
board122.csv,48,4,yes,4:5,3:3:1:0:2,6
board123.csv,184,-,no,6:2,0:4:3:0:1,6
board124.csv,82,5,yes,4:4,2:3:1:0:2,6
board125.csv,142,7,yes,6:2,3:1:2:0:2,6
board126.csv,39,-,no,2:5,0:4:1:0:2,6
board127.csv,51,4,yes,4:6,5:3:0:0:2,6
board128.csv,876,-,no,8:4,2:8:2:0:0,6
board129.csv,4893,-,no,6:4,3:2:4:0:1,6
board13.csv,89,5,yes,5:3,3:1:2:0:2,6
board130.csv,89,4,yes,4:5,2:4:1:0:2,6
board131.csv,198,-,no,2:6,2:3:1:0:2,6
board132.csv,424,8,yes,3:6,2:3:3:0:1,6
board133.csv,2393,6,yes,6:4,1:7:1:0:1,6
board134.csv,96,-,no,8:3,7:2:0:0:2,6
board135.csv,3008,-,no,5:5,2:5:2:0:1,6
board136.csv,2664,-,no,3:6,4:2:1:0:2,6
board137.csv,1881,12,yes,6:4,2:5:2:0:1,6
board138.csv,2766,11,yes,6:4,3:4:2:0:1,6
board139.csv,24258,11,yes,6:5,2:6:3:0:0,6
board14.csv,135,6,yes,8:1,3:4:0:0:2,6
board140.csv,1515,7,yes,6:3,1:3:4:0:1,6
board141.csv,464,-,no,4:5,3:2:2:0:2,6
board142.csv,162,6,yes,6:6,4:3:5:0:0,6
board143.csv,600,-,no,4:6,3:3:3:0:1,6
board144.csv,1440,-,no,3:6,1:5:2:0:1,6
board145.csv,44,-,no,3:4,0:2:2:0:3,6
board146.csv,661,9,yes,6:3,3:2:2:0:2,6
board147.csv,416,13,yes,6:4,3:4:2:0:1,6
board148.csv,84,-,no,5:3,0:2:4:0:2,6
board149.csv,39,-,no,3:6,0:6:2:0:1,6
board15.csv,17231,-,no,4:8,4:3:5:0:0,6
board150.csv,12148,9,yes,7:4,2:6:3:0:0,6
board151.csv,4812,11,yes,6:5,5:3:2:0:1,6
