filename,iterations,moves,solved,H/V,types,dimension
board0.csv,3498,-,no,2:7,0:6:3:0:0,6
board1.csv,826,15,yes,5:3,0:3:5:0:0,6
board10.csv,77,4,yes,6:3,0:6:3:0:0,6
board100.csv,276,-,no,5:4,0:6:3:0:0,6
board101.csv,36,-,no,5:4,0:6:3:0:0,6
board102.csv,220,9,yes,4:5,0:6:3:0:0,6
board103.csv,300,-,no,5:4,0:6:3:0:0,6
board104.csv,102,-,no,5:4,0:6:3:0:0,6
board105.csv,1236,-,no,7:1,0:3:5:0:0,6
board106.csv,1010,-,no,2:7,0:6:3:0:0,6
board107.csv,520,5,yes,4:5,0:6:3:0:0,6
board108.csv,4136,-,no,5:5,0:9:1:0:0,6
board109.csv,1307,-,no,3:5,0:3:5:0:0,6
board11.csv,2884,-,no,7:1,0:3:5:0:0,6
board110.csv,3413,-,no,5:4,0:6:3:0:0,6
board111.csv,648,-,no,3:6,0:6:3:0:0,6
board112.csv,140,-,no,4:4,0:3:5:0:0,6
board113.csv,458,6,yes,3:6,0:6:3:0:0,6
board114.csv,684,-,no,6:2,0:3:5:0:0,6
board115.csv,6281,9,yes,5:4,0:6:3:0:0,6
board116.csv,13,3,yes,7:3,0:9:1:0:0,6
board117.csv,101,4,yes,7:3,0:9:1:0:0,6
board118.csv,3060,-,no,6:3,0:6:3:0:0,6
board119.csv,10,3,yes,6:3,0:6:3:0:0,6
board12.csv,10920,14,yes,4:5,0:6:3:0:0,6
board120.csv,648,-,no,6:3,0:6:3:0:0,6
board121.csv,4186,11,yes,3:5,0:3:5:0:0,6
board122.csv,10,3,yes,6:3,0:6:3:0:0,6
board123.csv,344,-,no,4:4,0:3:5:0:0,6
board124.csv,1606,27,yes,3:6,0:6:3:0:0,6
board125.csv,569,7,yes,4:4,0:3:5:0:0,6
board126.csv,421,6,yes,5:3,0:3:5:0:0,6
board127.csv,54,-,no,3:5,0:3:5:0:0,6
board128.csv,11,3,yes,4:6,0:9:1:0:0,6
board129.csv,592,-,no,6:2,0:3:5:0:0,6
board13.csv,96,4,yes,7:2,0:6:3:0:0,6
board130.csv,14867,-,no,6:3,0:6:3:0:0,6
board131.csv,96,5,yes,6:2,0:3:5:0:0,6
board132.csv,796,6,yes,6:3,0:6:3:0:0,6
board133.csv,15120,-,no,8:1,0:6:3:0:0,6
board134.csv,7666,-,no,4:5,0:6:3:0:0,6
board135.csv,6,-,no,4:4,0:3:5:0:0,6
board136.csv,110,-,no,3:6,0:6:3:0:0,6
board137.csv,3846,-,no,7:2,0:6:3:0:0,6
board138.csv,2791,12,yes,7:2,0:6:3:0:0,6
board139.csv,365,5,yes,6:4,0:9:1:0:0,6
