filename,iterations,moves,solved,H/V,types,dimension
board0.csv,2028,-,no,5:5,0:5:5:0:0,6
board1.csv,133,-,no,4:6,0:5:5:0:0,6
board10.csv,32,4,yes,8:2,0:5:5:0:0,6
board100.csv,1209,9,yes,6:5,0:8:3:0:0,6
board101.csv,86,-,no,7:4,0:8:3:0:0,6
board102.csv,30,4,yes,5:5,0:5:5:0:0,6
board103.csv,1906,21,yes,4:6,0:5:5:0:0,6
board104.csv,266,-,no,5:5,0:5:5:0:0,6
board105.csv,5398,-,no,6:4,0:5:5:0:0,6
board106.csv,1615,-,no,5:5,0:5:5:0:0,6
board107.csv,295,-,no,7:4,0:8:3:0:0,6
board108.csv,7288,-,no,3:7,0:5:5:0:0,6
board109.csv,2827,-,no,5:6,0:8:3:0:0,6
board11.csv,3727,-,no,7:4,0:8:3:0:0,6
board110.csv,1507,6,yes,6:5,0:8:3:0:0,6
board111.csv,5681,-,no,5:6,0:8:3:0:0,6
board112.csv,575,-,no,4:6,0:5:5:0:0,6
board113.csv,72,-,no,5:5,0:5:5:0:0,6
board114.csv,2723,8,yes,5:6,0:8:3:0:0,6
board115.csv,9111,8,yes,7:4,0:8:3:0:0,6
board116.csv,1848,-,no,6:5,0:8:3:0:0,6
board117.csv,1451,-,no,6:4,0:5:5:0:0,6
board118.csv,2112,-,no,7:4,0:8:3:0:0,6
board119.csv,4539,9,yes,6:4,0:5:5:0:0,6
board12.csv,6478,10,yes,5:7,0:11:1:0:0,6
board120.csv,348,-,no,5:5,0:5:5:0:0,6
board121.csv,4832,15,yes,6:4,0:5:5:0:0,6
board122.csv,188,5,yes,7:4,0:8:3:0:0,6
board123.csv,13,-,no,6:5,0:8:3:0:0,6
board124.csv,5877,10,yes,6:4,0:5:5:0:0,6
board125.csv,2112,-,no,6:4,0:5:5:0:0,6
board126.csv,2592,-,no,7:3,0:5:5:0:0,6
board127.csv,1782,-,no,4:6,0:5:5:0:0,6
board128.csv,4148,13,yes,6:5,0:8:3:0:0,6
board129.csv,154,7,yes,3:8,0:8:3:0:0,6
board13.csv,262,-,no,5:5,0:5:5:0:0,6
board130.csv,188,5,yes,5:6,0:8:3:0:0,6
board131.csv,23,-,no,5:5,0:5:5:0:0,6
board132.csv,2491,9,yes,5:6,0:8:3:0:0,6
board133.csv,43,4,yes,8:3,0:8:3:0:0,6
board134.csv,2232,8,yes,6:4,0:5:5:0:0,6
board135.csv,117,-,no,7:3,0:5:5:0:0,6
board136.csv,145,-,no,6:4,0:5:5:0:0,6
board137.csv,9170,21,yes,5:6,0:8:3:0:0,6
board138.csv,7,5,yes,7:3,0:5:5:0:0,6
board139.csv,1801,-,no,5:5,0:5:5:0:0,6
board14.csv,17093,-,no,7:3,0:5:5:0:0,6
board140.csv,51,5,yes,4:6,0:5:5:0:0,6
board141.csv,802,7,yes,6:5,0:8:3:0:0,6
board142.csv,90,-,no,5:5,0:5:5:0:0,6
board143.csv,886,-,no,5:5,0:5:5:0:0,6
board144.csv,1493,8,yes,6:5,0:8:3:0:0,6
board145.csv,208,-,no,6:4,0:5:5:0:0,6
board146.csv,1403,-,no,4:6,0:5:5:0:0,6
board147.csv,3721,17,yes,6:5,0:8:3:0:0,6
board148.csv,66,4,yes,8:2,0:5:5:0:0,6
board149.csv,270,-,no,4:6,0:5:5:0:0,6
board15.csv,1087,-,no,6:5,0:8:3:0:0,6
board150.csv,185,6,yes,6:4,0:5:5:0:0,6
board151.csv,8252,-,no,7:3,0:5:5:0:0,6
board152.csv,278,6,yes,5:5,0:5:5:0:0,6
board153.csv,41,4,yes,8:2,0:5:5:0:0,6
board154.csv,15,4,yes,5:5,0:5:5:0:0,6
board155.csv,192,-,no,7:4,0:8:3:0:0,6
board156.csv,6876,-,no,8:2,0:5:5:0:0,6
board157.csv,2998,16,yes,5:4,0:2:7:0:0,6
board158.csv,2063,8,yes,4:7,0:8:3:0:0,6
board159.csv,4285,14,yes,7:4,0:8:3:0:0,6
board16.csv,426,7,yes,6:4,0:5:5:0:0,6
board160.csv,507,-,no,4:5,0:2:7:0:0,6
board161.csv,4252,-,no,7:3,0:5:5:0:0,6
board162.csv,1160,-,no,7:3,0:5:5:0:0,6
board163.csv,132,-,no,3:7,0:5:5:0:0,6
board164.csv,144,5,yes,5:5,0:5:5:0:0,6
board165.csv,1748,-,no,6:4,0:5:5:0:0,6
board166.csv,342,8,yes,5:6,0:8:3:0:0,6
board167.csv,354,-,no,5:6,0:8:3:0:0,6
board168.csv,407,12,yes,6:5,0:8:3:0:0,6
board169.csv,3393,26,yes,6:4,0:5:5:0:0,6
board17.csv,2966,-,no,6:4,0:5:5:0:0,6
board170.csv,2388,-,no,3:7,0:5:5:0:0,6
board171.csv,3282,15,yes,8:3,0:8:3:0:0,6
board172.csv,22468,11,yes,4:7,0:8:3:0:0,6
board173.csv,3548,-,no,7:4,0:8:3:0:0,6
board174.csv,188,5,yes,7:3,0:5:5:0:0,6
board175.csv,52,-,no,5:5,0:5:5:0:0,6
board176.csv,359,8,yes,8:2,0:5:5:0:0,6
board177.csv,2487,-,no,5:6,0:8:3:0:0,6
board178.csv,4985,-,no,5:5,0:5:5:0:0,6
board179.csv,2629,9,yes,5:6,0:8:3:0:0,6
board18.csv,2685,8,yes,6:5,0:8:3:0:0,6
board180.csv,5113,-,no,3:8,0:8:3:0:0,6
board181.csv,210,5,yes,8:3,0:8:3:0:0,6
board182.csv,2372,-,no,6:4,0:5:5:0:0,6
board183.csv,1701,-,no,8:2,0:5:5:0:0,6
board184.csv,868,-,no,5:5,0:5:5:0:0,6
board185.csv,122,4,yes,6:5,0:8:3:0:0,6
board186.csv,2978,12,yes,4:7,0:8:3:0:0,6
board187.csv,2210,8,yes,6:4,0:5:5:0:0,6
board188.csv,1031,-,no,6:5,0:8:3:0:0,6
board189.csv,1545,-,no,5:6,0:8:3:0:0,6
board19.csv,4616,22,yes,6:5,0:8:3:0:0,6
board190.csv,1298,7,yes,3:7,0:5:5:0:0,6
board191.csv,1236,6,yes,7:5,0:11:1:0:0,6
board192.csv,2265,-,no,4:6,0:5:5:0:0,6
board193.csv,2460,-,no,5:5,0:5:5:0:0,6
board194.csv,588,-,no,6:4,0:5:5:0:0,6
board195.csv,192,-,no,8:2,0:5:5:0:0,6
board196.csv,310,-,no,6:4,0:5:5:0:0,6
board197.csv,1548,8,yes,9:2,0:8:3:0:0,6
