filename,iterations,moves,solved,H/V,types,dimension
board0.csv,1067,9,yes,5:3,0:4:3:0:1,6
board1.csv,55,4,yes,4:3,0:4:1:0:2,6
board10.csv,34,4,yes,4:4,0:4:3:0:1,6
board100.csv,2272,8,yes,2:6,0:4:3:0:1,6
board101.csv,675,8,yes,5:3,0:4:3:0:1,6
board102.csv,246,6,yes,2:4,0:1:3:0:2,6
board103.csv,451,7,yes,6:2,0:4:3:0:1,6
board104.csv,3007,15,yes,5:5,0:7:3:0:0,6
board105.csv,72,-,no,4:3,0:4:1:0:2,6
board106.csv,37,4,yes,4:5,0:7:1:0:1,6
board107.csv,72,-,no,2:6,0:6:0:0:2,6
board108.csv,149,10,yes,3:5,0:4:3:0:1,6
board109.csv,170,-,no,5:3,0:4:3:0:1,6
board11.csv,105,-,no,3:4,0:4:1:0:2,6
board110.csv,40,-,no,3:5,0:4:3:0:1,6
board111.csv,1746,9,yes,4:4,0:4:3:0:1,6
board112.csv,52,-,no,2:5,0:4:1:0:2,6
board113.csv,153,-,no,5:4,0:7:1:0:1,6
board114.csv,24,-,no,4:2,0:3:0:0:3,6
board115.csv,90,-,no,4:4,0:4:3:0:1,6
board116.csv,48,5,yes,2:5,0:4:1:0:2,6
board117.csv,120,-,no,4:3,0:4:1:0:2,6
board118.csv,42,-,no,3:5,0:4:3:0:1,6
board119.csv,141,-,no,7:1,0:4:3:0:1,6
board12.csv,176,11,yes,3:3,0:1:3:0:2,6
board120.csv,44,5,yes,1:6,0:4:1:0:2,6
board121.csv,174,-,no,4:4,0:4:3:0:1,6
board122.csv,6,-,no,2:3,0:1:1:0:3,6
board123.csv,549,8,yes,5:3,0:4:3:0:1,6
board124.csv,46,8,yes,3:3,0:1:3:0:2,6
board125.csv,8,-,no,3:3,0:3:0:0:3,6
board126.csv,692,10,yes,5:3,0:4:3:0:1,6
board127.csv,187,-,no,5:3,0:4:3:0:1,6
board128.csv,2301,23,yes,4:4,0:4:3:0:1,6
board129.csv,74,-,no,4:3,0:4:1:0:2,6
board13.csv,75,6,yes,4:2,0:1:3:0:2,6
board130.csv,66,-,no,4:3,0:4:1:0:2,6
board131.csv,397,7,yes,5:2,0:4:1:0:2,6
board132.csv,222,-,no,3:5,0:4:3:0:1,6
board133.csv,1249,-,no,5:4,0:4:5:0:0,6
board134.csv,48,-,no,4:3,0:4:1:0:2,6
board135.csv,30,-,no,5:1,0:1:3:0:2,6
board136.csv,204,6,yes,7:1,0:4:3:0:1,6
board137.csv,309,9,yes,3:5,0:4:3:0:1,6
board138.csv,5,-,no,1:4,0:1:1:0:3,6
board139.csv,149,13,yes,4:3,0:4:1:0:2,6
board14.csv,120,-,no,6:1,0:4:1:0:2,6
board140.csv,955,-,no,4:5,0:4:5:0:0,6
board141.csv,750,8,yes,2:6,0:4:3:0:1,6
board142.csv,30,4,yes,2:5,0:4:1:0:2,6
board143.csv,672,-,no,5:2,0:4:1:0:2,6
board144.csv,189,6,yes,3:5,0:5:1:0:2,6
board145.csv,36,4,yes,5:3,0:4:3:0:1,6
board146.csv,39,4,yes,6:2,0:4:3:0:1,6
board147.csv,18,4,yes,4:1,0:1:1:0:3,6
board148.csv,100,6,yes,4:2,0:1:3:0:2,6
board149.csv,633,-,no,3:5,0:4:3:0:1,6
board15.csv,744,-,no,4:4,0:4:3:0:1,6
board150.csv,43,4,yes,5:2,0:4:1:0:2,6
board151.csv,50,-,no,7:0,0:4:1:0:2,6
board152.csv,27,6,yes,4:3,0:4:1:0:2,6
board153.csv,176,-,no,3:5,0:4:3:0:1,6
board154.csv,30,-,no,2:5,0:4:1:0:2,6
board155.csv,805,10,yes,3:5,0:4:3:0:1,6
board156.csv,717,14,yes,4:3,0:1:5:0:1,6
board157.csv,14,-,no,2:4,0:1:3:0:2,6
board158.csv,204,-,no,2:6,0:4:3:0:1,6
board159.csv,24,-,no,4:3,0:1:5:0:1,6
board16.csv,50,5,yes,3:4,0:4:1:0:2,6
board160.csv,84,-,no,2:5,0:4:1:0:2,6
board161.csv,86,-,no,5:3,0:2:5:0:1,6
board162.csv,48,-,no,3:3,0:1:3:0:2,6
board163.csv,40,-,no,3:3,0:3:0:0:3,6
board164.csv,150,-,no,6:1,0:4:1:0:2,6
board165.csv,646,9,yes,4:3,0:4:1:0:2,6
board166.csv,241,9,yes,3:3,0:1:3:0:2,6
board167.csv,28,-,no,6:1,0:2:3:0:2,6
board168.csv,12,-,no,4:2,0:2:0:0:4,6
board169.csv,88,5,yes,5:3,0:4:3:0:1,6
board17.csv,44,-,no,3:3,0:2:1:0:3,6
board170.csv,240,6,yes,5:3,0:4:3:0:1,6
board171.csv,22,-,no,4:4,0:4:3:0:1,6
board172.csv,399,5,yes,4:5,0:7:1:0:1,6
board173.csv,3423,-,no,7:2,0:4:5:0:0,6
board174.csv,40,-,no,1:6,0:4:1:0:2,6
board175.csv,71,7,yes,4:3,0:4:1:0:2,6
board176.csv,428,7,yes,4:3,0:4:1:0:2,6
board177.csv,18,-,no,3:3,0:1:3:0:2,6
board178.csv,7,-,no,3:2,0:1:1:0:3,6
board179.csv,83,5,yes,3:4,0:4:1:0:2,6
board18.csv,240,9,yes,2:4,0:1:3:0:2,6
board180.csv,1347,11,yes,5:3,0:4:3:0:1,6
board181.csv,1040,-,no,5:3,0:4:3:0:1,6
board182.csv,61,4,yes,6:2,0:4:3:0:1,6
board183.csv,16,-,no,3:4,0:4:1:0:2,6
board184.csv,51,9,yes,5:3,0:4:3:0:1,6
board185.csv,20,4,yes,5:2,0:4:1:0:2,6
board186.csv,144,-,no,5:2,0:4:1:0:2,6
board187.csv,299,8,yes,4:3,0:2:3:0:2,6
board188.csv,23,4,yes,4:2,0:2:1:0:3,6
board189.csv,26,4,yes,3:5,0:6:0:0:2,6
board19.csv,72,-,no,1:6,0:4:1:0:2,6
board190.csv,640,12,yes,5:2,0:4:1:0:2,6
board191.csv,10,-,no,3:3,0:3:0:0:3,6
board192.csv,726,11,yes,4:4,0:4:3:0:1,6
board193.csv,451,-,no,5:3,0:4:3:0:1,6
board194.csv,270,-,no,6:2,0:4:3:0:1,6
board195.csv,111,-,no,4:4,0:4:3:0:1,6
board196.csv,246,10,yes,3:3,0:1:3:0:2,6
board197.csv,127,5,yes,4:5,0:7:1:0:1,6
board198.csv,5112,13,yes,4:5,0:7:1:0:1,6
board199.csv,1221,11,yes,4:3,0:4:1:0:2,6
board2.csv,696,-,no,5:3,0:4:3:0:1,6
board20.csv,36,4,yes,7:1,0:4:3:0:1,6
board200.csv,235,6,yes,4:4,0:4:3:0:1,6
board201.csv,297,10,yes,3:3,0:1:3:0:2,6
board202.csv,282,7,yes,3:5,0:4:3:0:1,6
board203.csv,36,-,no,2:4,0:1:3:0:2,6
board204.csv,274,8,yes,2:4,0:1:3:0:2,6
board205.csv,82,6,yes,4:3,0:4:1:0:2,6
board206.csv,288,7,yes,3:4,0:4:1:0:2,6
board207.csv,125,13,yes,3:4,0:2:3:0:2,6
board208.csv,64,5,yes,4:4,0:4:3:0:1,6
board209.csv,21,4,yes,2:3,0:1:1:0:3,6
board21.csv,1309,-,no,5:4,0:4:5:0:0,6
board210.csv,42,4,yes,6:2,0:4:3:0:1,6
board211.csv,63,-,no,4:3,0:4:1:0:2,6
board212.csv,6,-,no,4:3,0:4:1:0:2,6
board213.csv,450,-,no,5:2,0:4:1:0:2,6
