filename,iterations,moves,solved,H/V,types,dimension
board0.csv,15700,10,yes,6:6,0:12:0:0:0,6
board1.csv,649,5,yes,8:4,0:12:0:0:0,6
board10.csv,28,4,yes,8:4,0:12:0:0:0,6
board100.csv,356,5,yes,8:4,0:12:0:0:0,6
board101.csv,317,5,yes,3:9,0:12:0:0:0,6
board102.csv,38,4,yes,7:5,0:12:0:0:0,6
board103.csv,3235,7,yes,7:5,0:12:0:0:0,6
board104.csv,13334,9,yes,6:6,0:12:0:0:0,6
board105.csv,733,6,yes,5:7,0:12:0:0:0,6
board106.csv,319,5,yes,3:9,0:12:0:0:0,6
board107.csv,252,5,yes,7:5,0:12:0:0:0,6
board108.csv,78,5,yes,6:6,0:12:0:0:0,6
board109.csv,83,4,yes,7:5,0:12:0:0:0,6
board11.csv,92,4,yes,7:5,0:12:0:0:0,6
board110.csv,521,7,yes,6:6,0:12:0:0:0,6
board111.csv,6248,-,no,8:4,0:12:0:0:0,6
board112.csv,99,5,yes,7:5,0:12:0:0:0,6
board113.csv,6843,-,no,6:6,0:12:0:0:0,6
board114.csv,79,4,yes,4:8,0:12:0:0:0,6
board115.csv,17913,12,yes,7:5,0:12:0:0:0,6
board116.csv,618,6,yes,6:6,0:12:0:0:0,6
board117.csv,1382,6,yes,8:4,0:12:0:0:0,6
board118.csv,100,5,yes,7:5,0:12:0:0:0,6
board119.csv,73,4,yes,4:8,0:12:0:0:0,6
board12.csv,1409,5,yes,8:4,0:12:0:0:0,6
board120.csv,1407,-,no,6:6,0:12:0:0:0,6
board121.csv,8283,12,yes,7:5,0:12:0:0:0,6
board122.csv,5174,12,yes,6:6,0:12:0:0:0,6
board123.csv,261,6,yes,7:5,0:12:0:0:0,6
board124.csv,2187,8,yes,10:2,0:12:0:0:0,6
board125.csv,230,5,yes,7:5,0:12:0:0:0,6
board126.csv,1492,7,yes,6:6,0:12:0:0:0,6
board127.csv,88,4,yes,6:6,0:12:0:0:0,6
board128.csv,4060,11,yes,6:6,0:12:0:0:0,6
board129.csv,1592,11,yes,7:5,0:12:0:0:0,6
board13.csv,135,4,yes,8:4,0:12:0:0:0,6
board130.csv,64,4,yes,8:4,0:12:0:0:0,6
board131.csv,21951,13,yes,5:7,0:12:0:0:0,6
board132.csv,46,4,yes,6:6,0:12:0:0:0,6
board133.csv,50,4,yes,3:9,0:12:0:0:0,6
board134.csv,4355,12,yes,8:4,0:12:0:0:0,6
board135.csv,96,4,yes,7:5,0:12:0:0:0,6
board136.csv,3877,9,yes,8:4,0:12:0:0:0,6
board137.csv,1829,8,yes,6:6,0:12:0:0:0,6
board138.csv,92,4,yes,6:6,0:12:0:0:0,6
board139.csv,1479,6,yes,5:7,0:12:0:0:0,6
board14.csv,141,5,yes,7:5,0:12:0:0:0,6
board140.csv,972,-,no,4:8,0:12:0:0:0,6
board141.csv,454,6,yes,6:6,0:12:0:0:0,6
board142.csv,5724,-,no,6:6,0:12:0:0:0,6
board143.csv,45,4,yes,3:9,0:12:0:0:0,6
board144.csv,59,4,yes,5:7,0:12:0:0:0,6
board145.csv,433,6,yes,7:5,0:12:0:0:0,6
board146.csv,861,-,no,5:7,0:12:0:0:0,6
board147.csv,366,6,yes,6:6,0:12:0:0:0,6
board148.csv,73,4,yes,5:7,0:12:0:0:0,6
board149.csv,775,7,yes,6:6,0:12:0:0:0,6
board15.csv,119,5,yes,4:8,0:12:0:0:0,6
board150.csv,63,5,yes,7:5,0:12:0:0:0,6
board151.csv,1794,7,yes,6:6,0:12:0:0:0,6
board152.csv,1254,6,yes,6:6,0:12:0:0:0,6
board153.csv,33,4,yes,4:8,0:12:0:0:0,6
board154.csv,211,6,yes,6:6,0:12:0:0:0,6
board155.csv,17,4,yes,5:7,0:12:0:0:0,6
board156.csv,1483,6,yes,8:4,0:12:0:0:0,6
board157.csv,4046,12,yes,4:8,0:12:0:0:0,6
board158.csv,4683,10,yes,8:4,0:12:0:0:0,6
board159.csv,1095,7,yes,7:5,0:12:0:0:0,6
board16.csv,1025,-,no,3:9,0:12:0:0:0,6
board160.csv,74,4,yes,8:4,0:12:0:0:0,6
board161.csv,208,5,yes,5:7,0:12:0:0:0,6
board162.csv,3732,7,yes,7:5,0:12:0:0:0,6
board163.csv,129,5,yes,5:7,0:12:0:0:0,6
board164.csv,1056,-,no,3:9,0:12:0:0:0,6
board165.csv,44,4,yes,5:7,0:12:0:0:0,6
board166.csv,2197,-,no,5:7,0:12:0:0:0,6
board167.csv,348,6,yes,6:6,0:12:0:0:0,6
board168.csv,54,4,yes,4:8,0:12:0:0:0,6
board169.csv,960,8,yes,4:8,0:12:0:0:0,6
board17.csv,3783,-,no,6:6,0:12:0:0:0,6
board170.csv,11422,-,no,5:7,0:12:0:0:0,6
board171.csv,1707,6,yes,9:3,0:12:0:0:0,6
board172.csv,26,4,yes,7:5,0:12:0:0:0,6
board173.csv,36,-,no,8:4,0:12:0:0:0,6
board174.csv,2388,-,no,9:3,0:12:0:0:0,6
board175.csv,75,4,yes,6:6,0:12:0:0:0,6
board176.csv,1904,-,no,6:6,0:12:0:0:0,6
board177.csv,5316,8,yes,9:3,0:12:0:0:0,6
board178.csv,72,-,no,5:7,0:12:0:0:0,6
board179.csv,8989,9,yes,8:4,0:12:0:0:0,6
board18.csv,1430,-,no,5:7,0:12:0:0:0,6
board180.csv,14895,9,yes,7:5,0:12:0:0:0,6
board181.csv,37,4,yes,6:6,0:12:0:0:0,6
board182.csv,6855,14,yes,6:6,0:12:0:0:0,6
board183.csv,200,-,no,4:8,0:12:0:0:0,6
board184.csv,276,5,yes,6:6,0:12:0:0:0,6
board185.csv,144,4,yes,7:5,0:12:0:0:0,6
board186.csv,3701,8,yes,8:4,0:12:0:0:0,6
board187.csv,335,5,yes,5:7,0:12:0:0:0,6
board188.csv,378,5,yes,4:8,0:12:0:0:0,6
board189.csv,780,5,yes,7:5,0:12:0:0:0,6
board19.csv,69,4,yes,7:5,0:12:0:0:0,6
board190.csv,7591,11,yes,6:6,0:12:0:0:0,6
board191.csv,1200,6,yes,7:5,0:12:0:0:0,6
board192.csv,84,4,yes,7:5,0:12:0:0:0,6
