filename,iterations,moves,solved,H/V,types,dimension
board0.csv,620,-,no,6:5,0:8:3:0:0,6
board1.csv,168,-,no,7:4,0:8:3:0:0,6
board10.csv,926,-,no,6:3,0:2:7:0:0,6
board100.csv,490,-,no,6:4,0:5:5:0:0,6
board101.csv,798,-,no,8:2,0:5:5:0:0,6
board102.csv,798,6,yes,8:3,0:8:3:0:0,6
board103.csv,3963,9,yes,6:4,0:5:5:0:0,6
board104.csv,19,-,no,7:4,0:8:3:0:0,6
board105.csv,2732,-,no,3:8,0:8:3:0:0,6
board106.csv,3053,15,yes,4:7,0:8:3:0:0,6
board107.csv,2432,14,yes,5:5,0:5:5:0:0,6
board108.csv,18,-,no,5:5,0:5:5:0:0,6
board109.csv,603,6,yes,6:4,0:5:5:0:0,6
board11.csv,323,-,no,7:3,0:5:5:0:0,6
board110.csv,885,7,yes,5:6,0:8:3:0:0,6
board111.csv,5003,-,no,8:3,0:8:3:0:0,6
board112.csv,1276,7,yes,6:4,0:5:5:0:0,6
board113.csv,2084,8,yes,6:4,0:5:5:0:0,6
board114.csv,2822,-,no,5:6,0:8:3:0:0,6
board115.csv,1084,-,no,4:6,0:5:5:0:0,6
board116.csv,735,-,no,8:2,0:5:5:0:0,6
board117.csv,576,-,no,6:4,0:5:5:0:0,6
board118.csv,16,-,no,5:5,0:5:5:0:0,6
board119.csv,1911,8,yes,7:4,0:8:3:0:0,6
board12.csv,61,-,no,7:4,0:8:3:0:0,6
board120.csv,2870,-,no,5:6,0:8:3:0:0,6
board121.csv,320,-,no,4:6,0:5:5:0:0,6
board122.csv,1189,6,yes,4:6,0:5:5:0:0,6
board123.csv,230,-,no,6:5,0:8:3:0:0,6
board124.csv,221,5,yes,6:5,0:8:3:0:0,6
board125.csv,60,4,yes,8:2,0:5:5:0:0,6
board126.csv,3885,14,yes,5:5,0:5:5:0:0,6
board127.csv,275,5,yes,8:3,0:8:3:0:0,6
board128.csv,438,-,no,4:7,0:8:3:0:0,6
board129.csv,3443,10,yes,5:4,0:2:7:0:0,6
board13.csv,5162,-,no,7:3,0:5:5:0:0,6
board130.csv,73,-,no,6:4,0:5:5:0:0,6
board131.csv,619,7,yes,6:5,0:8:3:0:0,6
board132.csv,113,-,no,6:4,0:5:5:0:0,6
board133.csv,86,4,yes,7:4,0:8:3:0:0,6
board134.csv,724,-,no,8:2,0:5:5:0:0,6
board135.csv,2652,-,no,9:2,0:8:3:0:0,6
board136.csv,659,11,yes,4:6,0:5:5:0:0,6
board137.csv,1260,-,no,4:6,0:5:5:0:0,6
board138.csv,3977,9,yes,6:5,0:8:3:0:0,6
board139.csv,453,5,yes,4:7,0:8:3:0:0,6
board14.csv,281,-,no,5:5,0:5:5:0:0,6
board140.csv,2712,-,no,6:5,0:8:3:0:0,6
board141.csv,2764,-,no,6:4,0:5:5:0:0,6
board142.csv,4811,10,yes,5:6,0:8:3:0:0,6
board143.csv,13005,13,yes,6:4,0:5:5:0:0,6
board144.csv,6325,31,yes,5:5,0:5:5:0:0,6
board145.csv,405,-,no,4:6,0:5:5:0:0,6
board146.csv,505,-,no,4:6,0:5:5:0:0,6
board147.csv,3008,9,yes,4:7,0:8:3:0:0,6
board148.csv,16750,-,no,8:3,0:8:3:0:0,6
board149.csv,2018,8,yes,5:5,0:5:5:0:0,6
board15.csv,926,7,yes,7:3,0:5:5:0:0,6
board150.csv,3465,-,no,10:1,0:8:3:0:0,6
board151.csv,7667,12,yes,8:3,0:8:3:0:0,6
board152.csv,289,5,yes,6:4,0:5:5:0:0,6
board153.csv,7659,16,yes,6:4,0:5:5:0:0,6
board154.csv,644,6,yes,6:5,0:8:3:0:0,6
board155.csv,330,-,no,4:6,0:5:5:0:0,6
board156.csv,28,4,yes,8:3,0:8:3:0:0,6
board157.csv,1020,-,no,8:2,0:5:5:0:0,6
board158.csv,892,-,no,8:3,0:8:3:0:0,6
board159.csv,2220,-,no,8:2,0:5:5:0:0,6
board16.csv,7362,-,no,8:2,0:5:5:0:0,6
board160.csv,244,-,no,5:5,0:5:5:0:0,6
board161.csv,340,-,no,4:7,0:8:3:0:0,6
board162.csv,13764,-,no,7:3,0:5:5:0:0,6
board163.csv,374,-,no,7:3,0:5:5:0:0,6
board164.csv,1462,8,yes,5:4,0:2:7:0:0,6
board165.csv,2887,11,yes,4:6,0:5:5:0:0,6
board166.csv,144,5,yes,5:5,0:5:5:0:0,6
board167.csv,77,5,yes,7:4,0:8:3:0:0,6
board168.csv,2958,-,no,8:2,0:5:5:0:0,6
board169.csv,1188,-,no,8:2,0:5:5:0:0,6
board17.csv,294,-,no,7:3,0:5:5:0:0,6
board170.csv,11709,-,no,6:5,0:8:3:0:0,6
board171.csv,1339,8,yes,6:4,0:5:5:0:0,6
board172.csv,1564,7,yes,8:2,0:5:5:0:0,6
board173.csv,2934,35,yes,3:8,0:8:3:0:0,6
board174.csv,1488,-,no,6:4,0:5:5:0:0,6
board175.csv,1296,-,no,8:1,0:2:7:0:0,6
board176.csv,2390,13,yes,5:6,0:8:3:0:0,6
board177.csv,14344,-,no,7:3,0:5:5:0:0,6
board178.csv,244,6,yes,6:4,0:5:5:0:0,6
board179.csv,4116,-,no,5:6,0:8:3:0:0,6
board18.csv,702,9,yes,7:3,0:5:5:0:0,6
board180.csv,616,-,no,4:7,0:8:3:0:0,6
board181.csv,1833,-,no,5:6,0:8:3:0:0,6
board182.csv,132,4,yes,7:4,0:8:3:0:0,6
board183.csv,297,5,yes,7:4,0:8:3:0:0,6
board184.csv,120,-,no,4:5,0:2:7:0:0,6
board185.csv,36,4,yes,5:5,0:5:5:0:0,6
board186.csv,14,3,yes,8:3,0:8:3:0:0,6
board187.csv,12,3,yes,9:1,0:5:5:0:0,6
board188.csv,15406,10,yes,6:4,0:5:5:0:0,6
board189.csv,14592,-,no,8:2,0:5:5:0:0,6
board19.cs
