filename,iterations,moves,solved,H/V,types,dimension
board0.csv,1382,-,no,4:8,0:8:4:0:0,6
board1.csv,29,5,yes,7:5,0:8:4:0:0,6
board10.csv,456,-,no,5:6,0:5:6:0:0,6
board100.csv,2870,10,yes,7:5,0:8:4:0:0,6
board101.csv,2109,-,no,6:6,0:8:4:0:0,6
board102.csv,440,6,yes,8:3,0:5:6:0:0,6
board103.csv,5325,-,no,7:4,0:5:6:0:0,6
board104.csv,104,-,no,8:3,0:5:6:0:0,6
board105.csv,308,-,no,6:5,0:5:6:0:0,6
board106.csv,233,5,yes,8:3,0:5:6:0:0,6
board107.csv,44,5,yes,9:3,0:8:4:0:0,6
board108.csv,3002,-,no,6:5,0:5:6:0:0,6
board109.csv,66,-,no,8:3,0:5:6:0:0,6
board11.csv,3453,-,no,6:5,0:5:6:0:0,6
board110.csv,216,-,no,6:5,0:5:6:0:0,6
board111.csv,3149,-,no,6:7,0:11:2:0:0,6
board112.csv,154,-,no,6:5,0:5:6:0:0,6
board113.csv,1753,-,no,6:5,0:5:6:0:0,6
board114.csv,8844,-,no,8:4,0:8:4:0:0,6
board115.csv,135,-,no,3:9,0:8:4:0:0,6
board116.csv,377,6,yes,8:3,0:5:6:0:0,6
board117.csv,201,-,no,5:7,0:8:4:0:0,6
board118.csv,1496,-,no,7:5,0:8:4:0:0,6
board119.csv,39,4,yes,6:6,0:8:4:0:0,6
board12.csv,1094,-,no,6:6,0:8:4:0:0,6
board120.csv,195,7,yes,10:2,0:8:4:0:0,6
board121.csv,24,-,no,7:6,0:11:2:0:0,6
board122.csv,989,-,no,5:7,0:8:4:0:0,6
board123.csv,232,8,yes,9:3,0:8:4:0:0,6
board124.csv,914,-,no,5:7,0:8:4:0:0,6
board125.csv,100,-,no,6:5,0:5:6:0:0,6
board126.csv,1555,-,no,8:4,0:8:4:0:0,6
board127.csv,964,-,no,6:6,0:8:4:0:0,6
board128.csv,12484,-,no,8:4,0:8:4:0:0,6
board129.csv,115,7,yes,5:6,0:5:6:0:0,6
board13.csv,559,-,no,6:4,0:2:8:0:0,6
board130.csv,750,7,yes,7:4,0:5:6:0:0,6
board131.csv,2824,-,no,7:5,0:8:4:0:0,6
board132.csv,243,7,yes,7:5,0:8:4:0:0,6
board133.csv,119,-,no,8:4,0:8:4:0:0,6
board134.csv,44,-,no,7:5,0:8:4:0:0,6
board135.csv,844,-,no,8:4,0:8:4:0:0,6
board136.csv,629,-,no,5:6,0:5:6:0:0,6
board137.csv,2175,-,no,5:7,0:8:4:0:0,6
board138.csv,715,6,yes,7:5,0:8:4:0:0,6
board139.csv,278,-,no,5:7,0:8:4:0:0,6
board14.csv,7819,-,no,6:5,0:5:6:0:0,6
board140.csv,28,4,yes,7:5,0:8:4:0:0,6
board141.csv,2724,-,no,6:5,0:5:6:0:0,6
board142.csv,56,-,no,6:5,0:5:6:0:0,6
board143.csv,327,-,no,6:6,0:8:4:0:0,6
board144.csv,1152,-,no,9:3,0:8:4:0:0,6
board145.csv,1176,7,yes,8:3,0:5:6:0:0,6
board146.csv,108,-,no,6:6,0:8:4:0:0,6
board147.csv,1838,-,no,7:4,0:5:6:0:0,6
board148.csv,97,-,no,5:6,0:5:6:0:0,6
board149.csv,713,-,no,7:5,0:8:4:0:0,6
board15.csv,751,7,yes,4:8,0:8:4:0:0,6
board150.csv,6622,-,no,7:6,0:11:2:0:0,6
board151.csv,2129,7,yes,7:5,0:8:4:0:0,6
board152.csv,832,-,no,8:4,0:8:4:0:0,6
board153.csv,531,-,no,5:6,0:5:6:0:0,6
board154.csv,1794,-,no,6:5,0:5:6:0:0,6
board155.csv,817,-,no,7:4,0:5:6:0:0,6
board156.csv,657,-,no,7:4,0:5:6:0:0,6
board157.csv,5352,14,yes,6:5,0:5:6:0:0,6
board158.csv,2644,-,no,7:4,0:5:6:0:0,6
board159.csv,22,-,no,8:3,0:5:6:0:0,6
board16.csv,637,-,no,8:4,0:8:4:0:0,6
board160.csv,114,-,no,4:8,0:8:4:0:0,6
board161.csv,28,-,no,7:4,0:5:6:0:0,6
board162.csv,16052,-,no,7:6,0:11:2:0:0,6
board163.csv,87,-,no,5:7,0:8:4:0:0,6
board164.csv,216,-,no,7:4,0:5:6:0:0,6
board165.csv,7,-,no,6:5,0:5:6:0:0,6
board166.csv,309,5,yes,7:5,0:8:4:0:0,6
board167.csv,548,-,no,5:6,0:5:6:0:0,6
board168.csv,586,-,no,6:5,0:5:6:0:0,6
board169.csv,2020,-,no,6:6,0:8:4:0:0,6
board17.csv,234,-,no,5:6,0:5:6:0:0,6
board170.csv,132,-,no,5:6,0:5:6:0:0,6
board171.csv,339,-,no,4:7,0:5:6:0:0,6
board172.csv,1425,-,no,6:6,0:8:4:0:0,6
board173.csv,4228,-,no,3:9,0:8:4:0:0,6
board174.csv,8,-,no,7:5,0:8:4:0:0,6
board175.csv,8,-,no,5:8,0:11:2:0:0,6
board176.csv,91,-,no,6:6,0:8:4:0:0,6
board177.csv,352,8,yes,6:6,0:8:4:0:0,6
board178.csv,488,-,no,5:5,0:2:8:0:0,6
board179.csv,288,6,yes,9:3,0:8:4:0:0,6
board18.csv,1192,8,yes,8:3,0:5:6:0:0,6
board180.csv,242,-,no,6:5,0:5:6:0:0,6
board181.csv,167,-,no,5:7,0:8:4:0:0,6
board182.csv,3263,10,yes,5:7,0:8:4:0:0,6
board183.csv,2305,-,no,7:5,0:8:4:0:0,6
board184.csv,935,-,no,5:8,0:11:2:0:0,6
board185.csv,12,-,no,5:7,0:8:4:0:0,6
board186.csv,1414,13,yes,5:6,0:5:6:0:0,6
board187.csv,33,4,yes,7:5,0:8:4:0:0,6
board188.csv,2485,12,yes,7:6,0:11:2:0:0,6
board189.csv,127,-,no,6:6,0:8:4:0:0,6
board19.csv,368,-,no,6:5,0:5:6:0:0,6
board190.csv,788,-,no,7:5,0:8:4:0:0,6
board191.csv,1419,10,yes,3:9,0:8:4:0:0,6
board192.csv,22,5,yes,5:7,0:8:4:0:0,6
board193.csv,36,-,no,10:1,0:5:6:0:0,6
board194.csv,7520,-,no,6:6,0:8:4:0:0,6
board195.csv,36,-,no,8:5,0:11:2:0:0,6
board196.csv,824,-,no,7:5,0:8:4:0:0,6
board197.csv,1710,-,no,7:4,0:5:6:0:0,6
board198.csv,142,-,no,8:3,0:5:6:0:0,6
board199.csv,1963,-,no,7:4,0:5:6:0:0,6
board2.csv,344,-,no,7:4,0:5:6:0:0,6
board20.csv,821,23,yes,6:6,0:8:4:0:0,6
board200.csv,1415,-,no,7:5,0:8:4:0:0,6
board201.csv,816,-,no,5:7,0:8:4:0:0,6
board202.csv,291,-,no,3:8,0:5:6:0:0,6
board203.csv,70,-,no,5:6,0:5:6:0:0,6
board204.csv,2129,-,no,6:5,0:5:6:0:0,6
board205.csv,38,-,no,5:6,0:5:6:0:0,6
board206.csv,1332,-,no,7:5,0:8:4:0:0,6
board207.csv,503,7,yes,7:4,0:5:6:0:0,6
board208.csv,553,-,no,8:4,0:8:4:0:0,6
board209.csv,22,-,no,7:5,0:8:4:0:0,6
board21.csv,974,-,no,4:7,0:5:6:0:0,6
board210.csv,152,-,no,4:9,0:11:2:0:0,6
board211.csv,2116,-,no,5:7,0:8:4:0:0,6
board212.csv,670,-,no,6:6,0:8:4:0:0,6
board213.csv,141,-,no,5:6,0:5:6:0:0,6
board214.csv,4676,13,yes,8:4,0:8:4:0:0,6
board215.csv,157,6,yes,9:3,0:8:4:0:0,6
board216.csv,5551,-,no,8:4,0:8:4:0:0,6
board217.csv,1506,-,no,6:6,0:8:4:0:0,6
board218.csv,2644,-,no,7:4,0:5:6:0:0,6
board219.csv,564,-,no,8:4,0:8:4:0:0,6
board22.csv,1437,8,yes,6:6,0:8:4:0:0,6
board220.csv,867,-,no,7:5,0:8:4:0:0,6
board221.csv,132,-,no,8:3,0:5:6:0:0,6
board222.csv,931,-,no,6:6,0:8:4:0:0,6
board223.csv,457,-,no,4:7,0:5:6:0:0,6
board224.csv,36,-,no,6:5,0:5:6:0:0,6
board225.csv,18,4,yes,6:6,0:8:4:0:0,6
board226.csv,1798,-,no,7:4,0:5:6:0:0,6
board227.csv,2085,-,no,7:4,0:5:6:0:0,6
board228.csv,559,-,no,6:4,0:2:8:0:0,6
board229.csv,216,-,no,5:7,0:8:4:0:0,6
board23.csv,1983,-,no,7:5,0:8:4:0:0,6
board230.csv,6289,-,no,6:5,0:5:6:0:0,6
board231.csv,54,-,no,6:5,0:5:6:0:0,6
board232.csv,292,-,no,5:6,0:5:6:0:0,6
board233.csv,578,-,no,6:6,0:8:4:0:0,6
board234.csv,7460,-,no,7:4,0:5:6:0:0,6
board235.csv,22,-,no,6:5,0:5:6:0:0,6
board236.csv,1816,-,no,7:4,0:5:6:0:0,6
board237.csv,490,8,yes,6:6,0:8:4:0:0,6
board238.csv,55,6,yes,8:3,0:5:6:0:0,6
board239.csv,1578,-,no,5:6,0:5:6:0:0,6
board24.csv,41,-,no,6:5,0:5:6:0:0,6
board240.csv,2394,-,no,6:6,0:8:4:0:0,6
board241.csv,49,-,no,7:4,0:5:6:0:0,6
board242.csv,342,-,no,4:8,0:8:4:0:0,6
board243.csv,170,-,no,4:7,0:5:6:0:0,6
board244.csv,1536,-,no,4:8,0:8:4:0:0,6
board245.csv,1032,-,no,7:5,0:8:4:0:0,6
board246.csv,432,-,no,7:5,0:8:4:0:0,6
board247.csv,686,-,no,6:6,0:8:4:0:0,6
board248.csv,172,-,no,5:6,0:5:6:0:0,6
board249.csv,50,4,yes,7:4,0:5:6:0:0,6
board25.csv,36,4,yes,8:2,0:2:8:0:0,6
board250.csv,3035,11,yes,5:7,0:8:4:0:0,6
board251.csv,721,9,yes,6:5,0:5:6:0:0,6
board252.csv,891,-,no,7:4,0:5:6:0:0,6
board253.csv,1725,9,yes,4:8,0:8:4:0:0,6
board254.csv,936,-,no,8:3,0:5:6:0:0,6
board255.csv,1440,7,yes,7:5,0:8:4:0:0,6
board256.csv,84,4,yes,6:6,0:8:4:0:0,6
board257.csv,73,4,yes,6:6,0:8:4:0:0,6
board258.csv,2067,-,no,8:4,0:8:4:0:0,6
board259.csv,667,8,yes,6:5,0:5:6:0:0,6
board26.csv,1210,-,no,6:5,0:5:6:0:0,6
board260.csv,1971,-,no,7:5,0:8:4:0:0,6
board261.csv,835,13,yes,8:3,0:5:6:0:0,6
board262.csv,7008,-,no,7:4,0:5:6:0:0,6
board263.csv,32,-,no,6:5,0:5:6:0:0,6
board264.csv,72,-,no,5:6,0:5:6:0:0,6
board265.csv,528,-,no,6:6,0:8:4:0:0,6
board266.csv,219,-,no,7:4,0:5:6:0:0,6
board267.csv,55,7,yes,7:4,0:5:6:0:0,6
board268.csv,301,-,no,6:5,0:5:6:0:0,6
board269.csv,138,-,no,5:6,0:5:6:0:0,6
board27.csv,590,-,no,7:5,0:8:4:0:0,6
board270.csv,148,-,no,7:5,0:8:4:0:0,6
board271.csv,2112,-,no,7:5,0:8:4:0:0,6
board272.csv,70,-,no,7:4,0:5:6:0:0,6
board273.csv,2368,-,no,7:4,0:5:6:0:0,6
board274.csv,72,-,no,8:2,0:2:8:0:0,6
board275.csv,3760,12,yes,7:4,0:5:6:0:0,6
board276.csv,6,-,no,6:6,0:8:4:0:0,6
board277.csv,1606,7,yes,8:4,0:8:4:0:0,6
board278.csv,327,6,yes,6:6,0:8:4:0:0,6
board279.csv,61,4,yes,8:6,0:14:0:0:0,6
board28.csv,3432,-,no,8:3,0:5:6:0:0,6
board280.csv,80,-,no,8:4,0:8:4:0:0,6
board281.csv,352,-,no,5:7,0:8:4:0:0,6
board282.csv,1612,-,no,8:4,0:8:4:0:0,6
board283.csv,385,8,yes,9:3,0:8:4:0:0,6
board284.csv,1996,10,yes,6:5,0:5:6:0:0,6
board285.csv,1466,-,no,6:5,0:5:6:0:0,6
board286.csv,84,-,no,4:8,0:8:4:0:0,6
board287.csv,2105,-,no,7:4,0:5:6:0:0,6
board288.csv,208,-,no,8:4,0:8:4:0:0,6
board289.csv,924,-,no,7:4,0:5:6:0:0,6
board29.csv,324,-,no,6:5,0:5:6:0:0,6
board290.csv,1011,8,yes,7:4,0:5:6:0:0,6
board291.csv,291,-,no,6:5,0:5:6:0:0,6
board292.csv,1521,-,no,5:7,0:8:4:0:0,6
board293.csv,54,-,no,3:9,0:8:4:0:0,6
board294.csv,561,-,no,9:3,0:8:4:0:0,6
board295.csv,326,5,yes,6:4,0:2:8:0:0,6
board296.csv,918,-,no,8:2,0:2:8:0:0,6
board297.csv,245,-,no,5:7,0:8:4:0:0,6
board298.csv,51,4,yes,8:4,0:8:4:0:0,6
board299.csv,8843,8,yes,8:5,0:11:2:0:0,6
board3.csv,81,-,no,12:1,0:11:2:0:0,6
board30.csv,226,6,yes,7:4,0:5:6:0:0,6
board300.csv,124,-,no,5:6,0:5:6:0:0,6
board301.csv,1992,-,no,7:5,0:8:4:0:0,6
board302.csv,674,-,no,5:6,0:5:6:0:0,6
board303.csv,253,-,no,6:5,0:5:6:0:0,6
board304.csv,1032,-,no,9:3,0:8:4:0:0,6
board305.csv,176,-,no,7:5,0:8:4:0:0,6
board306.csv,544,-,no,6:5,0:5:6:0:0,6
board307.csv,588,9,yes,6:4,0:2:8:0:0,6
board308.csv,372,6,yes,8:3,0:5:6:0:0,6
board309.csv,1686,-,no,6:6,0:8:4:0:0,6
board31.csv,280,6,yes,6:5,0:5:6:0:0,6
board310.csv,3190,14,yes,7:5,0:8:4:0:0,6
board311.csv,815,17,yes,8:5,0:11:2:0:0,6
board312.csv,113,5,yes,5:7,0:8:4:0:0,6
board313.csv,155,7,yes,7:6,0:11:2:0:0,6
board314.csv,720,-,no,7:4,0:5:6:0:0,6
board315.csv,5566,-,no,6:6,0:8:4:0:0,6
board316.csv,303,-,no,4:8,0:8:4:0:0,6
board317.csv,324,-,no,9:2,0:5:6:0:0,6
board318.csv,308,-,no,6:5,0:5:6:0:0,6
board319.csv,382,-,no,7:4,0:5:6:0:0,6
board32.csv,450,-,no,8:3,0:5:6:0:0,6
board320.csv,1776,-,no,8:4,0:8:4:0:0,6
board321.csv,33,-,no,4:7,0:5:6:0:0,6
board322.csv,1252,-,no,7:5,0:8:4:0:0,6
board323.csv,99,-,no,5:7,0:8:4:0:0,6
board324.csv,352,-,no,7:4,0:5:6:0:0,6
board325.csv,240,-,no,6:5,0:5:6:0:0,6
board326.csv,30,4,yes,7:4,0:5:6:0:0,6
board327.csv,289,-,no,8:3,0:5:6:0:0,6
board328.csv,235,5,yes,10:2,0:8:4:0:0,6
board329.csv,891,-,no,10:2,0:8:4:0:0,6
board33.csv,60,4,yes,10:2,0:8:4:0:0,6
board330.csv,37,4,yes,7:5,0:8:4:0:0,6
board331.csv,1450,-,no,4:7,0:5:6:0:0,6
board332.csv,74,5,yes,6:5,0:5:6:0:0,6
board333.csv,68,-,no,5:6,0:5:6:0:0,6
board334.csv,243,6,yes,6:5,0:5:6:0:0,6
board335.csv,130,-,no,6:5,0:5:6:0:0,6
board336.csv,990,-,no,6:7,0:11:2:0:0,6
board337.csv,895,-,no,6:6,0:8:4:0:0,6
board338.csv,106,-,no,6:6,0:8:4:0:0,6
board339.csv,12,-,no,8:4,0:8:4:0:0,6
board34.csv,3906,-,no,9:3,0:8:4:0:0,6
board340.csv,154,-,no,6:6,0:8:4:0:0,6
board341.csv,37,-,no,5:5,0:2:8:0:0,6
board342.csv,12,-,no,5:6,0:5:6:0:0,6
board343.csv,318,11,yes,6:5,0:5:6:0:0,6
board344.csv,1794,-,no,8:3,0:5:6:0:0,6
board345.csv,7269,-,no,8:4,0:8:4:0:0,6
board346.csv,32,-,no,7:3,0:2:8:0:0,6
board347.csv,4236,-,no,8:4,0:8:4:0:0,6
board348.csv,65,4,yes,7:5,0:8:4:0:0,6
board349.csv,319,6,yes,7:5,0:8:4:0:0,6
board35.csv,5055,-,no,7:4,0:5:6:0:0,6
board350.csv,1974,-,no,9:2,0:5:6:0:0,6
board351.csv,2331,-,no,7:5,0:8:4:0:0,6
board352.csv,18,-,no,8:3,0:5:6:0:0,6
board353.csv,1326,-,no,6:5,0:5:6:0:0,6
board354.csv,4,-,no,8:4,0:8:4:0:0,6
board355.csv,21,-,no,8:3,0:5:6:0:0,6
board356.csv,18,-,no,10:2,0:8:4:0:0,6
board357.csv,209,6,yes,7:5,0:8:4:0:0,6
board358.csv,12508,-,no,5:8,0:11:2:0:0,6
board359.csv,628,-,no,5:8,0:11:2:0:0,6
board36.csv,96,8,yes,5:7,0:8:4:0:0,6
board360.csv,2045,9,yes,6:6,0:8:4:0:0,6
board361.csv,203,5,yes,6:4,0:2:8:0:0,6
board362.csv,380,-,no,8:4,0:8:4:0:0,6
board363.csv,170,-,no,6:5,0:5:6:0:0,6
board364.csv,3311,-,no,6:6,0:8:4:0:0,6
board365.csv,833,-,no,6:6,0:8:4:0:0,6
board366.csv,106,5,yes,9:2,0:5:6:0:0,6
board367.csv,1440,17,yes,5:7,0:8:4:0:0,6
board368.csv,281,-,no,5:6,0:5:6:0:0,6
board369.csv,183,5,yes,5:7,0:8:4:0:0,6
board37.csv,10816,-,no,7:5,0:8:4:0:0,6
board370.csv,4597,10,yes,7:4,0:5:6:0:0,6
board371.csv,356,-,no,6:5,0:5:6:0:0,6
board372.csv,5001,-,no,7:6,0:11:2:0:0,6
board373.csv,452,-,no,9:3,0:8:4:0:0,6
board374.csv,3392,-,no,6:6,0:8:4:0:0,6
board375.csv,54,-,no,8:4,0:8:4:0:0,6
board376.csv,490,-,no,5:6,0:5:6:0:0,6
board377.csv,744,-,no,6:5,0:5:6:0:0,6
board378.csv,1680,-,no,5:7,0:8:4:0:0,6
board379.csv,12568,12,yes,8:5,0:11:2:0:0,6
board38.csv,826,8,yes,7:4,0:5:6:0:0,6
board380.csv,129,-,no,5:6,0:5:6:0:0,6
board381.csv,98,-,no,6:5,0:5:6:0:0,6
board382.csv,2356,-,no,6:6,0:8:4:0:0,6
board383.csv,429,7,yes,6:6,0:8:4:0:0,6
board384.csv,1584,-,no,7:5,0:8:4:0:0,6
board385.csv,407,-,no,5:7,0:8:4:0:0,6
board386.csv,89,-,no,6:6,0:8:4:0:0,6
board387.csv,205,-,no,4:7,0:5:6:0:0,6
board388.csv,274,6,yes,5:7,0:8:4:0:0,6
board389.csv,460,-,no,5:7,0:8:4:0:0,6
board39.csv,63,4,yes,7:5,0:8:4:0:0,6
board390.csv,254,-,no,6:6,0:8:4:0:0,6
board391.csv,3892,-,no,7:5,0:8:4:0:0,6
board392.csv,489,13,yes,7:4,0:5:6:0:0,6
board393.csv,20,-,no,4:8,0:8:4:0:0,6
board394.csv,1074,-,no,7:5,0:8:4:0:0,6
board395.csv,80,6,yes,6:5,0:5:6:0:0,6
board396.csv,555,-,no,8:3,0:5:6:0:0,6
board397.csv,8,-,no,8:3,0:5:6:0:0,6
board398.csv,2660,-,no,6:5,0:5:6:0:0,6
board399.csv,336,-,no,3:10,0:11:2:0:0,6
