filename,iterations,moves,solved,H/V,types,dimension
board0.csv,3,-,no,2:3,0:3:2:0:0,6
board1.csv,159,6,yes,3:2,0:3:2:0:0,6
board10.csv,312,7,yes,2:3,0:3:2:0:0,6
board100.csv,92,6,yes,3:2,0:3:2:0:0,6
board101.csv,60,5,yes,3:2,0:3:2:0:0,6
board102.csv,11,3,yes,5:0,0:3:2:0:0,6
board103.csv,92,5,yes,2:3,0:3:2:0:0,6
board104.csv,257,5,yes,3:3,0:6:0:0:0,6
board105.csv,92,5,yes,3:2,0:3:2:0:0,6
board106.csv,2280,-,no,5:1,0:6:0:0:0,6
board107.csv,308,8,yes,2:3,0:3:2:0:0,6
board108.csv,77,5,yes,4:1,0:3:2:0:0,6
board109.csv,113,8,yes,3:2,0:3:2:0:0,6
board11.csv,291,7,yes,3:2,0:3:2:0:0,6
board110.csv,159,6,yes,3:2,0:3:2:0:0,6
board111.csv,233,5,yes,4:2,0:6:0:0:0,6
board112.csv,315,8,yes,2:3,0:3:2:0:0,6
board113.csv,10,3,yes,6:0,0:6:0:0:0,6
board114.csv,280,8,yes,2:3,0:3:2:0:0,6
board115.csv,80,6,yes,2:3,0:3:2:0:0,6
board116.csv,41,4,yes,4:1,0:3:2:0:0,6
board117.csv,44,4,yes,3:2,0:3:2:0:0,6
board118.csv,7,3,yes,5:0,0:3:2:0:0,6
board119.csv,156,5,yes,4:1,0:3:2:0:0,6
board12.csv,9,3,yes,4:1,0:3:2:0:0,6
board120.csv,39,5,yes,2:3,0:3:2:0:0,6
board121.csv,55,5,yes,3:2,0:3:2:0:0,6
board122.csv,29,4,yes,3:2,0:3:2:0:0,6
board123.csv,46,4,yes,4:1,0:3:2:0:0,6
board124.csv,55,6,yes,1:4,0:3:2:0:0,6
board125.csv,7,3,yes,4:1,0:3:2:0:0,6
board126.csv,15,4,yes,3:2,0:3:2:0:0,6
board127.csv,314,9,yes,3:2,0:3:2:0:0,6
board128.csv,31,4,yes,3:2,0:3:2:0:0,6
